Review_ID,Truly_Predicted_Class,Original_Text,Explanation,Label1,Label2,Label3
1402,Negative,think least seconds think anytime sodium rich next bed chowder soup even knew cold another dish interesting think ,dish cold least sodium bed think next another even seconds soup chow knew rich interesting ,1,0,1
319,Positive,holds together far past recent threads one sit beef sausage coffee relaxing summer love america ,relaxing coffee beef love one threads past far summer sit ,1,1,1
1044,Negative,pio refer recently concierge terrible sitting brazilian us make beg ,terrible us make refer con sitting recently ,0,0,1
62,Positive,pats review usual customer service sightseeing go great steaks yes creepin allow ,allow yes steak sights great customer review go service pat usual ,1,0,1
895,Negative,customer took dinner find also customer service us starters creemes cone said stand said figure thinking manager pretty much care less customer major wrong great bad else clear dollar bad make anything days ,bad much less major manager days clear make wrong cree pretty thinking dollar great cone anything service customer else starters ,0,0,1
178,Positive,another saturday friends amazingness enjoyed rice fan thai everyone left feeling impressed much staff will back ,amazing impressed enjoyed fan feeling saturday thai friends will another back ,1,1,1
400,Negative,reason except bartender hole hates irish people really priced main ,hates hole reason main people really priced except bartender ,0,0,0
324,Positive,old monday saturday large delicious orange slices bacon melt mouth omelettes advertised make grab orange ,delicious slices orange melt bacon old grab make om mouth large ,1,1,1
146,Negative,ok another cheesesteak capital cheesesteaks want long across cheesesteak pats ,capital pat long ok cheese across want another ,0,1,1
396,Positive,know place near deity better near among rules near evenings happy ,happy evenings deity near better ,1,0,1
516,Negative,really decor idea won long minutes ordered got mac meal high thing want interesting last visit service two stars continental ,long high minutes idea want ordered thing really service continental last two visit decor got interesting mac ,1,0,1
49,Positive,sangria good bit memorable meatballs good stay away kinda gross ,memorable bit meat kinda ,0,0,1
362,Negative,couple came peruvian since happy along european areas seated went rooms floor waitress dining point appeared american music menus orders taken mark peruvian beer wanted glass big took take orders first timeer overwhelming surprised french white two appetizers food becuase turn muscles spice flavor sheer red now eating much soup put plate seafood unfortunately getting fried calamari substitution fries potato unable ordered side service quick fries rest unfortuantley got meal meal one large brought back apology ceviche better mouth much flavor anything seasoned one dishes white allowed husband rice able steak overly seasoned texture also enough steak personally enjoy impression will poilin jr ,enjoy also american will texture appeared unfortunately areas european music along point time better beer peruvian much substitution steak apology ,1,0,1
233,Positive,area super step casa de papaya black soooooo perfectly type prefer still creamy overall meal cleaned try ,creamy meal still try perfectly black soo casa step papa overall area prefer ,1,0,1
765,Negative,reviews high stars filipino disappointment people actually everything head chef cooking filipino food pepper bit pork adobo decent curry nothing special teeth excited rinds pork different ridiculous halohalo ice flavor yea coconut rice talking fish people paid birthday stars good cooks freezed june go somewhere kuma ,high disappointment pepper ad head ku excited nothing rice bit freeze teeth pork ridiculous people decent reviews food ice ri ,1,1,0
332,Positive,knock anything usually beautiful space diverse occasional patrons almost uncommon new snogging defined straight knock interesting encounters night little pour drinks packed ,interesting drinks defined uncommon knock packed beautiful usually patrons almost diverse straight pour new s night encounters little occasional ,1,1,1
1298,Negative,yes song used place definitely okay fruit liberties new competing restaurants expand little veggie even marys fond chili eggs next accompanied bloody days eggs want hurl third support ,liberties yes okay song definitely used new ,1,0,1
229,Positive,trek market block boyb order chicken rice proclaimed best rotisserie best interior place undeniable break ,interior place und break chicken rot boy order rice trek block market best ,1,0,0
223,Negative,place blantantly wasnt said attention throwing card hard thing mins patrons non needless feel extremely care food adela ,needles min ad thing place feel hard card attention b ,1,1,1
16,Positive,second couple years awesome great welcoming server us waiting making luckily went thursday live flamenco performance nights good time small ,good time performance great nights awesome couple flame welcoming live years us went luckily ,1,1,0
164,Negative,go run bigoted food owner refuse english america city defended immigration free course wants customers however sign belies deeper believes american immigrants makes doubly racist proud photo sign says service old chestnut right service anyone refuse someone political eat steaks philadelphia tastes tourist draws big three blocks around going run errands crapped onto plate also supporting ,crap blocks free run racist er tastes big makes sign refuse deeper old political plate do however around america course ,1,0,1
113,Positive,cheesesteak taste multiple saying cheesesteak delicious wit whiz shaved greasy star quality instance good take meat sounded everything else perfect steak comes south short looong moving ,delicious steak meat saying short south wit w sounded perfect comes everything multiple cheese else lo quality moving take star ,1,1,0
166,Negative,give star lets reviewing pats ever never invented point og plus way maybe everyone live deal cheese lousy real mexican bell one philadelphian craphole turns give star ,crap lou cheese real give point reviewing deal way invented og never plus ever maybe lets live star bell pat ,1,1,0
214,Positive,things friends bbq cash bacon dog eat basically chili dog also good grilled dogs nice buns felt oh got door ,door also oh grille dog cash dogs bacon eat chili things nice bun felt friends ,1,1,0
451,Negative,gets try ill mistake without ordering food strange said pizza sometimes ,mistake without food try said sometimes ordering gets pizza ill strange ,1,1,0
220,Positive,food granted rican idea compare delicious hell introduced went split black charge sharing much girls prices dish minutes ask note lot upscale ones mug melts mouth well provided overall dish rican grandmother running background feel house next ,delicious mouth hell rican upscale house girls black melt next ones compare grandmother feel ask granted background overall charge dish ,1,0,1
87,Negative,survives eat street cheese fries melted american still wait steaks meat cold cheese outside nauseating now known gooey anywhere ,nausea goo cold cheese known now street outside still melted anywhere meat eat wait american ,1,1,0
9,Positive,aside taiwanese formosa cuisines find made let order mandarin kind recommended soup shredded shoots ed bean highly good ,good highly cuisine aside find shoots recommended mandarin taiwanese kind ,1,1,0
156,Negative,business think daniel english cheesesteak remove wit bad flagger quotes article food service respectable worn great stunts shot blooded mad brick police firefighter killed line laden patches around supporter troops father police personally inside inside correct people recognize stating say employees disgrace thing cares point say deceased use reading skills ,use bad disgrace think mad remove flag patches cheese people around business thing police stating article food worn service point ,1,0,0
194,Positive,chain nice swordfish favorite blue cheese pizza goes crust buy home mozz sauce yum got eggplant hot ,got goes yu crust sword buy pizza mo home cheese egg ,1,1,0
852,Negative,upenn place suggestions sunday evening places tend little menu price ordering beef bacon mac cheese small though baguette seem nice spicy tasty expensive tiny dictionary good place somehow sunday serving seem say took bill two takes experience pleasant lamp slow look elsewhere ,elsewhere slow tend expensive seem menu beef price suggestions ordering somehow small though little bill bag took cheese up look ,1,0,1
230,Positive,wonderful neighborhood small may occupied eat pernil tackle couple last pork chop juicy fell owner wall ,wonderful owner wall neighborhood eat occupied last pork couple juicy per chop tackle ,1,0,1
681,Negative,coupon email delivery search panini came sub grilled chicken ok eggplant panini soggy wipe order came one also ordered spinach best ,spin delivery wipe order search sub coup email ordered egg so best pan grille ok chicken also ,1,1,0
353,Positive,underdogs much hot diggity think success think different experience hot diggity hot classic much classic normal dog classic great dog fried dog let dogs especially curious dog stuffing thinner greasier delicious balanced flavors sauce sometimes bitter sweet well perfectly sauces dog drink fries soda comes person philly option go diggity wish ,wish sometimes person dig perfectly phil go sauce fries balanced flavors bitter delicious soda drink sweet dogs under fried gr ,1,1,0
740,Negative,plates larger larger plates people brought table literally trying feed word bite tasted paying better also times sat way back saying waste want bit munch ,waste mu times bit want better table sat saying word back feed tasted way trying larger people also bite paying ,1,1,0
245,Positive,food popcorn crawfish love seasoning never go wrong chicken said take day ,wrong never go love popcorn food cr ,1,0,1
121,Negative,cheesesteak philly almost every qualm cheesesteak chopped slices meat worth real go better joint pork tony ,pork joint better cheese qu real chopped tony almost meat slices every ,1,0,0
22,Positive,awesome food great groups night one made restaurant suggested unlimited pitchers price point fancy means easily feel stuffed brim us plate group baskets bread ajillo shrimp garlic favorite frito lightly dipping croquetas de jamon ham traditional spanish omelette patatas potatoes coated house spicy alioli garlic arriero meat albondiguillas meatballs chorizo spanish wow fave definitely shrimp fave potato served time birthday group servers helpful candle cut us stay live way karaoke street planet rose atmosphere definitely never heard introduced ,definitely atmosphere food never groups one night helpful house spicy stuffed introduced potato shrimp served cut bread group means us ,1,0,1
143,Negative,debate better cheesesteak adds marketing hype establishments another going bread seemed stale resolve energy oil recommendation recommend cheers ,stale oil marketing recommend seemed energy recommendation better cheese establishments adds resolve debate h cheers bread another ,0,1,0
219,Positive,great little spot food raining heading street stop pernil service friendly even look menu yellow rice beans seasoned nice meat beans plate yellow overly boy lively ,lively little service seasoned plate raining beans stop yellow street even spot meat heading menu great boy per rice food ,0,1,1
127,Negative,street hype hrs famous dry meat chopped enough expecting ketchup tried make helped weak sandwich correspond ,weak dry make sandwich enough h tried helped hr street chopped expecting correspond meat ke ,1,0,1
183,Positive,center dearth place best far good food philly poor place far best opened couple give ,phil best couple opened give far food dear good place ,1,0,1
430,Negative,roadhouse price careful pound pinto beans fresh spicy thick beef best tasteless excellent pie crusty hard cut comes maybe french fries public concession coleslaw tacos tart pie lime bbq also place corn come tip brisket random ,random taste hard thick cut crust tip beef public bb best fresh price brisk maybe lime tar excellent concession careful ,0,1,0
56,Positive,fact means bloody wanted bite let choice owner choose tapas favorite clams sauce house sauce thrilling clams pretty delicious next make day mix fruit owner best another yummy want authenticity bloody ,bloody want owner thrilling choose choice bite fruit let another tap yu authenticity delicious house ,1,1,0
350,Negative,now went back half seems products dwindled great meh minimal onions onions maybe bun stale fries bag freezer ended shame cheap expect value money ,cheap shame stale expect half ended bun d bag value products now freeze maybe seems minimal money great me onions ,1,0,1
208,Positive,now favorite tonight times service menu hell time sad pig got boyfriend also odd order times beer cedar point legit wish good made dinner tonight point amber waitress water wings explained make say refuses cheese personally think sad option incredible craving burger got let burger anywhere usually even cedar point cooked tasted fed compliment cheese burger things try one owners stopped table hi think really awesome opening neighborhood businesses personal introduction loved wish ordered pie dessert effing grow love fact effort will really will summer bring family ,awesome family summer effort really loved businesses e neighborhood introduction bring hi boyfriend love dessert pig leg dinner opening fact ,1,0,0
704,Negative,fell short identical consistency pretty amuse disappointed feel selection supposedly cocktails great probably ,consistency short fell disappointed feel selection probably supposedly am pretty identical ,1,1,0
308,Positive,wow worth brunch prices reasonable variety insane sweet potato pumpkin amazing think cakes ,amazing wow reasonable worth think sweet cakes variety ,1,0,1
130,Negative,game really food joint stale bland staff pepsi thought start seriously coke order english want heard go back save time street ,stale bland joint start staff time street want heard coke back game thought order save really pepsi food ,0,1,1
