Topic_ID,Truly_Predicted_Class,Original_Text,Explanation,Label1,Label2,Label3
3757,AUTO,dchamber ingr doug chamberlain cherokee explorer jcksnste nyu hi brand new group please flames honest opinions jeep country sport ford stepfather ponders every major decision four months making looking one two also comment importance live princeton nj will barely ever take road learned last winter really use something little confidence inches snow olds cutlass eighty eight replies appreciated pondering already decided cyl worry thanks steve love drove besides power see spending money great got blizzard fine miles worst part storm never faulterd opinion ,please honest barely group jeep opinions flames stepfather ever new ,1,0,1
6513,MEDICINE,pitt kenneth gilbert lungs article kuhub cc ukans bennett long take clear tar quitting chances getting lung cancer decrease quickly considerable amount time happen answer first question rather difficult without lot autopsies second something known appears within years smoking risk developing drops person never smoked assuming interim someone equivalent pack per day around times high non smoker still low overall significant personally concerned heart disease secondary much common even small increase university pittsburgh general internal medicine dammit programmer ,considerable programmer dammit internal low quickly long amount lungs without ,1,0,1
3560,AUTO,uxa cso uiuc carolinafan bang faraday clas virginia roy matthew thigpen best bet dodge intrepid sohc valve six gets hp hell lot room great styling abs four wheel disk breaks lh cars won automobile magazines year award quiet impressive though chintan amin university illinois urbana champaign llama human goodness moral called insane peart cinderella man ,impressive pear though wheel hell room quiet lot six magazines ,0,1,1
6500,MEDICINE,bed intacc uucp deb waddington info disease yr old male friend misdiagnosed osteopporosis two years recently found illness rare symptoms brittle bones lost inches hieght enlarged liver spleen internal bleeding fatigue time problem type attributed genetic mutation lack enzyme glucocerebroside macrophages cells swell will eventually cause death enyzme replacement therapy successfully developed approved fda last patients administered drug called ceredase report remarkable improvement condition manufactured biotech biggy company genzyme costs patient per year justifyably expensive world need researched library relying netlanders provide additional news stories reports people know ideas articles corp hold enough money buy programs available help basically offer thanks much deborah ,thanks lack mis internal problem found u int remarkable g ,1,0,1
3548,AUTO,faraday clas virginia roy matthew thigpen bang best bet dodge intrepid sohc valve six gets hp hell lot room great styling abs four wheel disk breaks lh cars won automobile magazines year award quiet impressive ,impressive best six award breaks dodge roy automobile matthew hell ,1,0,1
6508,MEDICINE,uabdpo dpo uab stephen holland prednisone significant long term side effects taking twice day control ulcerative colitis seems reduce dosage problem becomes worse point see time perhaps ever wondering major things potential birth defects arthritis etc putting weight face looks puffed round experience sudden mood swings understand short second spenser aden said reply additionally hard say type response since patients generally kept steroids months thinking tapering alternatives daily dosing every case start another option possible azathioprine drug addition asulfidine lot specifics options though depends severity location duration disease well histology take advice net worth treat uc educated patient good let doctor know came put context also member foundation america office info hotline best luck steve ,worse coli put tape long control see term problem sp ,1,1,0
3609,AUTO,eliot stalfos engr washington top reasons love cr humor impaired article magnus acs ohio state jnielsen john nielsen blah ok right name good examples brought create new rec autos yes oh yeah father lick ,ok good brought impaired father create right examples humor new ,1,1,1
6510,MEDICINE,nyeda cnsvax uwec david nye breathe reply ron roth rose right vertebrae attached sacrum knowledge adjusted either directly applying pressure pubic bone endless source misinformation sacral called end spine single solid except patients lumbarized normal variant adjust break tell want know midelfort clinic eau claire wi patently absurd whoever wishes become philosopher must learn frightened absurdities bertrand russell ,sac normal mis mid pressure u absurd source solid pub ,1,0,1
3574,AUTO,boyle bnr ian volvo cars driven fairly hard none head line going mph first two spend lot operating life speedometer pegged reason speedo want know people hate volvos traumatized someone turbo wagon blowing away road good useful vw beetles though believe beetle corners better say without doubt never blown ever blocked car parks shit owners thought happen makes sure long small box last damn worst drove hired power handling ride reminiscent something character ceased production couple years back passenger big enough go test drive offer neat gifts ,gifts drive ceased something shit production neat spend enough owners ,1,0,0
6501,MEDICINE,mcdonald aries scs uiuc jiggers article cup portal mmm mark robert thorson happen thing chiggers truly awful parasitic affliction understand tiny bugs dig deeply skin burying yuck things oklahoma close mother comes gainesville tex right across border claim chigger capitol world believe grew fort worth bad enough summer attack guaranteed doug ,bad sc attack af awful parasitic cup fort dig guaranteed ,1,1,1
3762,AUTO,sylveste ecs umass ultimate awd vehicles article engr washington eliot lanmola uwm qazi csd subarus sell well although percentage subes purchased probably relatively high sold audi backing number models offers one purchase now reserved strictly top line model goes eliminated us lineup still available quattro version though hardly cheap true pledge making option entire cars will bring wagon became called turbo come quick rare also mike sylvester ,well one wagon sub sell purchased offers although will purchase ,1,1,0
6528,MEDICINE,swkirch nrl navy mil steve kirchoefer breathe getting back original question experienced breathing difficulties years ago similar described case turned developing type diabetes although never sought direct confirmation doctor think problem associated presence ketones due ketosis occur lesser degree one restricting food intake drastically know relevant might ask daughter eating properly code estd naval research laboratory microwave technology branch washington dc electronics sci tech division ,intake est problem similar tech never ago case developing mil ,1,0,1
3685,AUTO,tquinn heartland bradley terry quinn waxing new car taken delivery gm firebird clearcoat finish assume probably urethane since industry moved direction paints years past used recommended owners wait days wax paint cure dealer shop manager said also sure basing tradition anyone know still practice better go ahead right away non abrasive newer finishes germantown hills il compuserve ,sure manager non newer assume past basin also anyone used ,1,1,0
6502,MEDICINE,fulk cs rochester mark breech baby info needed article trentu ca xtkmg kate gregory another uncommon problem maternal hemorrhage remember incidence something births hard see handle home much time thing might consider risk tradeoffs vary loss loved one require considerable effort avoiding seem terrified birth process ridiculous unable believe bodies actually designed evolved discomforts us humans trouble free sacrificed increased brain cranial size wild animals easier domestic horses cows typically worse give family tree complicated pioneer great grandfathers several wives never figure wife child ask happened reached forties quite prosperous farmers nonetheless lost rigors childbirth graveyards spencer indiana boswell north dakota contain gravestones ida wf jacob liptrap may wanted section women carrying case hundred thousand babies hung second stage ten consequences devastating direct experience dozen victims fouled now want born hospital based guess likely false belief fatal always often happens reach adequate help permanently damages health clearly believer divine design however evolution favor kids encourage six inch holes cut stomach muscles expose anesthesia infection whatever measures think necessary wroth read outrageous straw man attack months practically mouth foam statistically sophisticated enough balance risks although produce exact statistics years last looked rest assured balanced caesarean unless indicated hand opposed obvious grounds waiting emergency bear took lead decisions talked things lot leg work main really bothered continued suggestions especially misc kidders pregnant first dangerous even unpleasant far better run naturally know many advocates mother luddite planning sake everyone needs people bother find relative unwilling take significant order nice surroundings view intensity doubt importance anyway somehow values advocating lopsided taking fairly small serious permanent harm preserve esthetic consideration university computer science department ,fu worse problem free loss ridiculous see brain fort might ,1,1,0
3843,AUTO,jfox hooksett east sun john fox sunexpress ir rush fast article unisql uucp wrat wharfie mentor cc purdue marshatt feserve zauberer guess clear enough said roads designed speeds still safe current will add saftey margin upwards forget exact spec military vehicles dodge powerwagon ford taurus ah yes now vehicle cars touch terms high speed road holding ability ,terms upwards spec touch ability high forget speed mentor safe ,1,1,0
6538,MEDICINE,pitt kenneth gilbert contraceptive pill jec watson ibm simple question seems prevents ovule nest vagina forces fall every month prevent fertilzation true yes risk extra uterine pregnancy development inside fallopian tube actually works iud oral ovulation occuring providing negatve feedback pituitary gland thus preventing lh surge normally occurs time happens fertilization may occur device implantation within wall uterus university pittsburgh general internal medicine dammit programmer ,dammit programmer pill ut tube contra internal fe prevent pit ,1,1,0
3562,AUTO,bcstec ca boeing robert carpenter thinking buying intrepid good bad idea new dodge anyone experiences share thanks bobc ,thanks new share idea bad bob good buying dodge thinking ,1,0,1
6507,MEDICINE,cliff buster stafford tx us tomplait sex problem albnyvms bitnet larry silverberg question hope taken seriously despite content long time girlfriend lately initiating sexual activity last four months things changed dramatically make shorter nothing think suggested go counselor really want yet suggestions appreciated help please contact mail info serious replies thanks one hand state seems see recommend examine hesitation good environment issues fact matter different perception two need address issue order resolve consider going possibly hurt paramedic ,problem shorter seriously long mail make taken bit order activity ,1,1,0
3558,AUTO,steve green csiro au subaru liberty owners station wagon months now saying happy understatement great well built handles beautifully plenty power trip mountains narrow windy dirt road often parts ease havent much fun driving car years hey rocky watch pull rabbit hat comms group trick never works branch sleeve presto australia doubt gotta another ,handles never parts power narrow well haven built much trip ,1,1,0
6553,MEDICINE,km cs pitt ken mitchum patient physician diplomacy article mentor cc purdue hrubin pop stat herman rubin uucp pgh pa us ditto disease great leveling experience however people much afronted find money world buy one health everyone looks die talking paying medical expenses currently adequately covered think distinguish treatment prevention medicine preach time assuming lucky enough treated rich person terminal bit luck thing never will worth first admit patients ,preach cc di u expenses pitt treatment much stat cs ,1,1,0
,,,,1,1,0
,,,,1,0,1
,,,,1,0,1
,,,,1,1,0
,,,,1,1,0
,,,,1,1,0
,,,,1,0,1
,,,,1,0,0
,,,,1,0,1
,,,,0,1,0
