Review_ID,Truly_Predicted_Class,Original_Text,Explanation,Label1,Label2
1848,Negative,worst coy fish pond enter overall food memorable hot room temperature except broccoli recently second broccoli barely warm filling bugs food plus roof leaking fish pond now water stains ceiling almost tipped forward food boyfriends food people saturday decent highly ill running soon place come back im area im hungry particular craving buffet nothing less ,worst pond enter food except ,1,1
136,Positive,ageless comparison geno less meat meat slightly seasoning wiz bread italian chewy sandwich presented wrapped easy porous meat less tender chess wiz bread crunchy sandwich much smaller wrapper oil makes eating messy general darker ,slightly wiz chewy wrapped easy ,0,0
699,Negative,time list good though apple table cough amuse bean bean thanks cobwebs fancy ahead time kitchen sends coordination place done first sharing plate min next working comes will gap entrees fire food every comes told terrine pig brain value sliced sweet potato ehhh rip pasta anyone home take pay pork diced plate sauce special rye randomly spread plate good perfect place saw place morons website eater especially home go impressed decor presentation plate try hard create new potato maitake sliced worth best really know leave figure hard flavors work worth passed point ,time though table bean thanks ,0,0
748,Positive,try pig worth wait went dinner tonight unassuming street lower inside restaurant unassuming much expecting outdoor back strung christmas server top fan excited cohen bar start delicious tried one take campari vermouth cardamom juice usually taste gin incredible also tried take used sherry ginger also delicious server suggested two small one found much food tasty home leftovers started sizzling sisig soi reviewed time flavorful lovely surprised love spice little someone dish disastrous coconut rice side soothe burning bit meal plate ribs back eat plates big fan ,try pig dinner lower much ,0,1
1242,Negative,last want start service always considered evaluating main reason higher food often highly good prefer able soak came wet together good rated partner tasty crispy got salt peppered several okay maybe overcooked honestly real flavor sauce still found overall restaurant customers establishment got vietnam somewhat robotic served automated ability customers service autopilot everything done personality little eye contact found rather staff huddled front quietly laughing service equal partners decision return willing give one shot norm go elsewhere ,want service reason higher food ,0,1
320,Positive,every eaten fulfilling make land sometimes top whatever never seem pull well influentially serve outside waited line door simply find friendly omeletes fries rock decor bit lose stuff though forward leap lived closer probably often ,every eaten make well waited ,0,1
1203,Negative,giving place stars design venue huge lot details shark protruding crawling wall newspaper clippings end two entry evening went initially impressed two hosts efficiently diners realized ouch lady hostess table swaying gyrating air front perhaps hopes attention next ah remembered party us rot minutes yeah said questioned us real happened party sick sick oysters clam sandwiches eating halfway felt immediately within friends swollen flop nauseous neither word feeling ruin night made waitress news probably blame moderately enjoyed pork sandwich proceed ,giving huge shark two went ,0,1
304,Positive,gem many say amidst real temp door wait waitress came food less got kidding done believe thats done sweet pancakes side turkey chorizo friggin gooey perfect batter sour tone balanced potato cheddar grits adorned mayonnaise sauce hit spot also vanilla egg according cream thunk yeah looking wonderfully special authentic find wait ,say temp came thats sweet ,1,1
176,Negative,interview visit buddy scott take places philly drawn bright neon marquee speed food brought ready minute meant went bad overall dry fries decent also blown away english amazing ,take places philly neon food ,0,0
17,Positive,went sangria tapas birthday pm thursday night one got running late seated arrive pomegranate blueberry sangria fruity fresh entire pitcher cost tapas small split waiter enough food satisfied ordering standout dishes shrimp sauce potatoes fried dishes savory food dish dishes overly overall really great meal left go back another recommended ,sangria tapas birthday pm night ,0,1
1382,Negative,review shocked many enjoy starters something truly farm efforts will saying well time boyfriend really wanted go open opinions someone lives city something hesitantly general discomfort sheer number pork options menu decided polenta eggs dish braised greens sounds delicious utterly disappointing soupy dish greens enough spoon yet ordered looked tasted nothing feel risotto freezer say amazing waitress incredibly brought crisp great bite rest meal satisfying cost even spending money spend time ,review shocked many enjoy starters ,0,1
317,Positive,brunch brunchtime expect fear bring oh thank orange slices tide youre cozy old school time even alive everything feels old food large even place bustling never wait wonderfulness ,bring oh thank orange slices ,0,1
198,Negative,honestly hoopla hopefully going returning gave part little denial disappointed short pretty big guess first sign food may quality momma type patience service cute faced restaurant unfortunately raining went bread stale pepper made calamari casino mozzarella coconut shrimp shrimp whatever although everything tasty obviously frozen appetizers pre made best super chewy even finish food type seafood spinach sounded interesting seafood looks appetizing chewy weird weird yellow thing explain inside looked fresh shrimp scallops super either frozen picture overall great smell actually made little delicious bf got chicken mimosa seemed ended home expensive appetizer one plus byob honest see many chance ,honestly going returning gave disappointed ,1,1
38,Positive,yummyyyy tapas tapas hour pitchers ask anything else mussels succulent moist broth flavor cooked way servings actually putting definitely something visit pieces snail garlic sauce escargot embarrassing garlic plate pairing garlic bread made worth croquettes higher level mozzarella even much ham inside hot melty delicious go cheese ham tomato toast tapas plate whole fan goat cheese ham helped cheese flavor goat cheese tapas chorizo chorizo dish chorizo potato carmalized cut spiciness greasy onion basket bread perfect another visit chorizo potato dish comes pieces though potato starch oily lot flavor bursting pass make bravas drizzle every tapas place ordering probably order patatas though since also helps garlic one night us around sauce mouth undertones broth hits notes elevates little bowl bread winner definitely meatballs meh meatballs commented meatballs order another anytime mango mango sangria reminded one spiked sweet bite probably lemon kept mistaking stronger actually wine probably order dessert venieros across waiter picking us ton little hot belize little jar today fried chicken actually find world never fill also baskets around great come tapas dishes fyi bathroom happy eatings ,tapas pitchers moist broth flavor ,1,1
3693,Negative,arrived wafting aroma permeated throughout richardson table yet bar one stove people started worried sakerinha corona finished caipirinha sakerinha milked corona two pao de bauru feijoada waitresses glancing us hopeful arrive less one fellow ask waitress food minus one waitress us joan stomach called went outside back inside food appeared food good wait salad hour really minus one promptly brings water flagged check left stuffy restaurant ,arrived table bar one people ,0,1
187,Positive,boyfriend guy decided go jasmine whim headed kimmel show absolutely enjoyed got got jasmine rice chicken bring bottle went whim definitely back bottle wine hand byob ,jasmine show absolutely enjoyed rice ,1,1
243,Negative,charm ass small spot greasy tables language tv waitress overwhelmed love latino cooking weak pork chops two cooked spiced slabs side rice beans rice beans city rich latino waste ,greasy tables language waitress two ,0,0
172,Positive,give joey vento politics shove finger since hygiene probably pass select though best steak area said behind dumbfuck cooked perfection first pork sandwich actually compliment staff always patrons well always officer fundraisers lot whether philadelphia police respect lives piece neighborhoods also love old italian men morning coffee breeze lit benches shore feeling clientele days heavy drinking perfect bike ride away ,joey vento probably pass select ,0,0
332,Negative,place two different sometimes lousy percenty go food good times nature maybe two different lead ordered stuffed burger last special came roll second burnt roll sent back rare parts raw want back seem someone else check let go fan atmosphere also fantastic lamb review right done come ,two sometimes go food times ,0,0
189,Positive,friend greeted aromatic delicious food well share orders lemon grass see panaeng curry spring came quickly beautifully fragrant tangy right amount grass order pad see appropriately sweet spicy crisp carrots delicious jasmine ,delicious well share lemon grass ,1,1
480,Negative,big expectations quinoa okay nothing order recreate table ordered unappetizing hearing shoestring fries order fries turned flavorless greasy actually add pepper sort flavor dessert menu pretty good food pretty unappealing seats worn bathrooms better recommend ,expectations okay nothing order table ,0,0
236,Positive,pork chops ten going bland piece sitting lamp prior dela total two ass muy chops flavorful pig served yellow tore tore cooked pig give five bumps pig place small wait full couple right behind us well waiting leaving place sipping surfing walks behind sticks money register laptop table company looked situation situation big frown faces surfing guy got friend tried plantains none us think enough subtract pork chops bueno staff enjoyed back fa sure chop bookmark place ,pork chops piece total ass ,0,0
3178,Negative,americana downhill years seems money replaced gigantic menus skimpy bread now paper bag opted unfortunately ask everything meant given plain baked potato cream butter cream ,years seems money replaced menus ,0,0
309,Positive,enthusiastic one yelpers brian come laura texted brunch hells walk slight line older man comes tray coffees saw rained went inside umbrella french fries man cinnamon bites someone else offered us orange fresh strawberries mean stop influx lovely bites mind one bit line maybe minutes think felt customer served snacking still food geared walnut man amazing quickly arrived moist hot flavorful mildly even think say tables food reluctant move newly acquired pancake butt oh rainy sunday hopefully soon return still egg cream ,yelpers line comes cinnamon bites ,0,0
1925,Negative,cheesesteaks next day want cheesesteak places philly parked tried first cheesesteaks high okay similar thing many little pa probably make better home cheesesteak philly expected ,cheesesteaks want cheesesteak places philly ,0,0
224,Positive,words dogs go review stop right hot matter delicious oh already street already shop standards englander dixie missing chicago ones steakhouse chili supreme reviews chili something tried pack much sweet plain combines dog also sides throw charge added pickle hits park flavor take business small table two difficult impossible another must owner importantly translates cooking lastly via nice welcome near weenie now saves whenever nostalgic feeling certainly worthy challenger ,words dogs stop right hot ,1,1
629,Negative,yelp friday without settled table stools sitting bar duration meal ass numb trifecta enjoyed problem housing much servers ordered shank potatoes overpriced also wowed meal according polling meal yelpers ,yelp settled table sitting bar ,1,1
283,Positive,neighborhood brunch place amazing take almost guests warm sunny menu pancakes beef hash flavored butters pancakes pancakes ever add syrup long however will served orange slices cookies slices care ,neighborhood place amazing warm sunny ,1,1
314,Negative,looking really looking forward good wait coffee orange cookies fries ice water coming increase star rating mean everyone people really wanted needed shitty wierd hair pancake ordered supreme good wanted good really fluffy promised certainly feel pancake gf ordered omelet got plastic sigh egg cream egg cream admit service pocket almost feeling liking kind joint ,wait coffee fries ice water ,1,1
55,Positive,saturday evening without reservation time let us together still watch flamenco show really bartender really nice appreciated great love got crepes sangria impressed huge bin fruit bar scoop tapping sangria really try ,evening without reservation together watch ,0,0
477,Negative,place snacks friend yesterday asked go roof deck way went hostess wrong area bouncer us hostess go upstairs sticky bar bartenders walked numerous never saying word finally confused state stopped male tracks hello order put took insisted give hold thought inch lamb pumps wearing far began tending bar us anything sky blue nothing dirty bar uninterested inattentive mediocre bar bites wine food ,friend yesterday asked go roof ,0,0
188,Positive,best philadelphia much shoots will love let upgrade papaya said award winning tom yum soup good gave oil exactly rolls little none forever loyal customer fan jasmine wanted rice dish pad good order ,best philadelphia much love award ,1,1
881,Negative,everyone place must lack spots food okay dinner somewhere blocks pressed dessert emma last night service significantly reason resolving much hurry leave change though second star ,everyone lack spots food okay ,0,0
54,Positive,came sat bar enjoyed tapas drinks awesome pitcher pomegranate equally delicious compare apples wolverines things cheese plate cheese unimpressive asparagus potatoes hand sooped bread yum yum read seating strange time sangria begs outside ,came enjoyed tapas drinks awesome ,1,1
1445,Negative,three brunch starving finally sat usually means put mouth small next window servers nice ordered pancakes bf ordered eggs pancakes rich meal eggs benedict hand great finished instantly kind wait blown think wait least one star sadly right now extravagant ,three brunch starving finally sat ,0,0
510,Positive,continental one fave spots philly everything swingy chairs food must haves hawaii cocktail lobster cheese wasabi fries cheesesteak eggroll hard bar nice spot evening spend find cozy ,continental everything chairs must cocktail ,0,0
829,Negative,hello last night meal float service white arrived members street station given menus ordering actually nothing noted new policy priced meal must server offered checks manager came told us good people food front tolerable priced fix options next since la la carte menu items available carte available groups smaller mother burrata sister scallops thinking table bottles wine visitors job tell experience enough silly rules quality table look jerks ,service arrived street given menus ,0,0
590,Positive,make greek good feels outstanding clay pots ceiling ok nothing friends ordering appetizers split main whole lamb fried zucchini grilled octopus thoroughly experience say back ,make greek good feels outstanding ,1,1
2024,Negative,intimate friend place hood will say heels pasta screaming infinite times banshee wine menu well experience downtown considered average best since high opinion solid place eats definitely place seek craving ,friend will pasta screaming times ,0,0
650,Positive,right now atmosphere special inviting staff warm knowledgeable taken another level include moussaka poikilia dolmathes grilled baby chops room dessert recommend towering galaktobourekakia phyllo filled greek custard mountain honey ,right staff warm moussaka grilled ,1,1
2178,Negative,anyone jumps place one insisted food heard great decided give came early wednesday looked excited actually customers sitting outside tables small nowhere place purse functional purse holding either sounds already coconut rice way friend took chicken know particular dish sweet felt heaps sugar onto food three turned dinner right menu appetizing first best zero need equation next ,one food heard decided give ,0,0
535,Positive,drinks food gets place hang friends nice look place order tasty lemon drink taste alcoholic trouble much alcohol shoestring perfect cheesesteak egg think tasted mouth called enjoy meal per ,drinks gets place nice tasty ,0,0
2982,Negative,since owners stopped sucked food got people waiting yesterday morning go around corner old city diner try well place looked great service waiter empties coffee meal eat finally last meal tip came setup waiter replace setting diner kinda shocked sitting coffees asked time standard waiter regular crowd bad great food good service waitstaff hire broads ,since owners stopped food got ,0,0
50,Positive,great tapas experience fairly savory everything chorizo particularly dip bread meal went around fairly empty gave us entire glass taste flavor ended getting pitcher deal go back night ,great tapas fairly savory everything ,1,1
609,Negative,really wanted decor lovely hosts friend reservation good entree friend lamb portion reduced dry restaurant lamb better taste mousse entree wonderful lamb chops said ok nothing special back prices meal ,wanted decor friend dry restaurant ,0,0
215,Positive,now favorite second tonight service food beyond menu selection good time trying order brunch awesome blt bacon sad bacon even freaking good boyfriend got also important note ordered one one wish ordered beer cedar mary wish bartenders good said day dinner amber waitress top sucking back refills ordered veggie wings brussel sprouts start phenomenal explained us make back including wings wish seitan tried chef refuses serve personally boyfriend option menu went cheese original hey average good place huge sketch anywhere even cedar point cooked perfection sooooo fresh grass brioche bun way compliment place solid cheese burger among need anthony table say hi introduce think took people businesses neighborhood businesses personal introduction told loved back often wish lot luck really great ordered pie dessert average effing good tell menu places grow farm one really shop gets will seating really nice spring go bring friends fishtown ,favorite beyond selection good trying ,0,0
2934,Negative,prices decent prices better side enjoy atmosphere side diner way large outdoor seating positive club let many move let alone dance unless stranger case separate turn want type okay paying dj old well bunch whatever ,decent better enjoy atmosphere way ,1,1
109,Positive,yummmm one touristy still place philadelphia yes parking know rude reviews heavily based taste always sauteed onions cheesesteaks meat cheese huge always feel happy eating huge cheesesteak prepared fun go cram something kids usually one driving adventure finding also boyfriend properly experience say also compare delicious ,place philadelphia yes reviews heavily ,0,0
525,Negative,since much philly early eat advice concierge hit place onto set bunch bad disco set levels feel inside old trim place trying hard failing left second fine sit wicker suspended ceiling people seems novelty never even let alone seats time left back seat way awkward ok though first songs music consistency songs went current indie songs loud thumping club odd decor music outs friendly us since going order tell need time comes back order bbq entree tells us food finally food one entrees thought tell server quickly offers entree tells spicy spicy us ordered server enjoyment place never ,since philly eat onto set ,0,0
26,Positive,beautiful came day perfect locations space claustrophobic making abt easy way ppl cautious someone said highly making reservations awkward dance ppl plus wait table available regular sangria dilemma order pitcher glass way strong tropical sangria fruity def prefer regular sangria keep sufficient many food yum yum yum absolute pollo ok reminded cooking give four plates ppl also refill basket nice bc use taste chicken start dinner unfortunately going blocked able meal bday girl considerations ,beautiful came day perfect space ,1,1
773,Negative,hopes hole wall piques menu items enticing people array things remember items issue food lot salty courses helps great deal bring dish bite horrid come ,menu items people array remember ,0,0
278,Positive,must amazing circa school yummy food husband line corner waited lovely sweet gentleman every often coffee remember last time stellar onto food lemon ricotta pancake never life eat need syrup butter even though flavored butters good go thee amazing back eat go hungry ,must amazing school yummy line ,1,1
7435,Negative,years existed star years ago time place updated one update red kidding plus swear used kinda review said sandwich grimy atmosphere backdrop sort find street block quick ,years star time one update ,0,0
296,Positive,well feel really wait previous becomes wait yes first appreciate handing cookies fries still debating opinion sauce wait nice recommend actually makes order sure quaint ton walls noticeably ton written seat mirror near front reading reviews cinnamon butter order eggs mind imagined much pancakes big cinnamon butter flavoring eggs good runny bacon turkey although argue real bacon tasty goodness eating started pass really kept thinking take way physically walk typical style fully staff ,well feel really yes cookies ,0,0
