Review_ID,Truly_Predicted_Class,Original_Text,Explanation,Label1,Label2,Label3
223,Positive,might now favorite time weekend tonight dinner excellent selection hell time trying decide order awesome fried turkey bacon kinda even close disappointed freaking good boyfriend tempeh reuben think also ordered one brunch times wish ordered cedar bloody mary legit dinner amber everything fish back ordered veggie wings brussel start phenomenal us everything back including veggie wings good never say refuses serve restaurant boyfriend sad option menu went craving burger know burger average know got let say huge sketch burger rarely burger anywhere even compare burger cedar point cooked perfection tasted said beef way yes solid cheese really great things back try anthony table say really awesome took time getting know people opening businesses neighborhood businesses told wish really great ordered bar really effing good local places groceries greens grow farm really fact makes effort weather gets will seating really deck spot summer back bring welcome ,seating times fact even things ,0,0,0
130,Negative,listened local yelpers started probably higher rating departure cheesesteak geno pat geno won bread fresh tasty greasy establishments fellow definitely trap appeal taste city folks will cheesesteak proud ,will cheesesteak bread probably trap ,1,1,1
267,Positive,diner perfect christmas decorations felt quite festive covered interesting newspaper clippings lucky right away service fast options hard omelette veggie omelette two delicious cream great florentine extremely rich crab cakes awesome mixture hollandaise cold thick needed afterward next time try ,service away perfect diner cakes ,1,1,1
155,Negative,cheese steak boyfriend vi ordering wait grilled eyes seconds sure said move honestly honestly good cold steak looked dry plopped cheese meh cheesesteak still meat cheese vegas neon vento also embroiled years zealous rather immigration sign order ideals ,cheesesteak order cheese neon vi ,0,0,0
39,Positive,went food great night liquour margarita mojito beer delicious perfectly spiked awesome selections one ordered jenn believe goes steak perfectly juicy sauce meat share least gambas verde sauce amazing mejillones rã baixas meats good patatas alioli hit night opinion garlicy perfectly cooked shareable dont taste tasty ,margarita juicy patatas gambas food ,0,0,0
132,Negative,way racist lighting steak comes something ended spending around semi stale breath cheese steak sauted onions almost caramelized cheese steak least enough mixes bits steak good enough tho come late crap steaks built tourists want truck university campus come ,comes around ended cheese steak ,0,0,0
71,Positive,quality place clean questions eager respond read pats experience epiphany build beyond real lets cheesesteak basic ingredients put pieces largely lucky many steak philly diversity introducing find style good great start steak ,place quality find good philly ,1,1,1
184,Negative,people make intelligent even immigration respect points one man mexican restaurants otherwise warmly welcomed italian section famous window speak english shirt displayed across american english owner vento faced language landed far removed struggle real many people especially adults learn ,english real american far language ,1,1,1
15,Positive,one food franchise states nation say mean many times first pepper salt olive regular oil say good freaken explosive freshness taste compared also deli really dine tasted tastier makes watery foods subs pizza etc staff ,times makes food good really ,1,1,1
397,Negative,try years early reservation pretty much whole place server great food came rubbery frozen dinner meal bland seemed waitress realized meal complain husband lot meal lot money better cuban even back ,dinner better great complain lot ,1,1,1
16,Positive,great place yelp find amazing hot lot mango good nice tried hamon croquetas oxtail empanadas crepe amazing atmosphere perfect time friends family maybe people table great things york ordered food people sooo good prices reasonable thurs sat servers nice bklyn will definitely back check ,definitely place perfect things find ,1,1,1
157,Negative,guess jerk fell right without trekked without eating steak thousand every time wanted one crossroads table free now components cheesesteak served taste even totally unimpressed never want stickers america go next time ,cheesesteak time without every steak ,1,1,1
57,Positive,hot time arrived away table hot best face visibly even gave complete sh managed us wow much accommodated us definitely recommend food veryyyy happy especially croquettes though show played favs recommend especially putting sh face late reservation ,away definitely even show visibly ,0,0,0
100,Negative,comes cheese city yes known wide thousands seen international space happen well know cheese spot hear almost mentioned greasy roll onions cheese put prime location key ,comes yes cheese spot well ,0,0,0
75,Positive,crazy fiver tasted hot sauce tried used small blown sure tasty red jalapeno hot long kill ya stay away aside enjoy note also commend vento stood inbred either ,away red sauce hot aside ,0,0,0
143,Negative,long line street crowds will approach drive worth hype hrs overall dry meat enough sandwich cheese ok ketchup mustard add dryness barely weak building correspond dont waste ,will crowds long cheese overall ,0,0,0
31,Positive,friends birthday around wednesday let place hard literally block aimlessly good looked oh waiter unueo uno card game gets top recommendations jokes service attentive paid extra mini surprise cake end nothing short props sir sangria pitchers mon wed flavor tried sangria mango sweet champagne girls pitchers two options regular size tapas order somehow managed churrasco steak cooked version chimichurri sauce ask take sauce done entire sauce haha shrimp friend kept bread oil really good tender juicy recommendation point enjoy spot type music fridays avoid planning lot ,service place extra somehow attentive ,0,0,0
567,Negative,going overpriced joint snooty hostesses informed seated party outside place entrance sit bar hanging chairs appear made ground head bolt pulled give thanks yeah look friends bacon bloody mary something predicted back surprised see show slowly course ask spicy blank stare pre shot beer head freaking explode actually might exciting served bathrooms act glass see bathrooms type mind age everywhere seem creepy starr loves whole wow beaded metal curtain behind modicum walk sink ok now follow hospital thought whips uses move curtain said skeeved versus wow even tell cleans gets paid damn bead curtain futuristic vibe see food drinks ,drinks behind sit see everywhere ,0,0,0
36,Positive,need minute friday night people surprised see availability short notice service food service called several change hard great checked regularly us try different flavor pleasee end since delicious great bomb croquettes definitely recommend steak bravas mealy potato chunks big crispy opt nothing stood wow ed particular seating cramped ambiance warm place ,service definitely place seating warm ,1,1,1
500,Negative,least times younger high awesome fusion food restaurant turkey pad thai forth however past come realized expensive skip side nice chairs portions depending remember getting made korean pork tacos portion expensive cheese overpriced cheese looked cheese mild plus lobster mac price choice got everything came cream cheesecake never liked cheesecake might enjoy cheesecake tangerine excited bf didnt eat lot got tired quickly sorbet mix ice something cake despite cake ,bf cheese lot side ice ,0,0,0
120,Positive,first philly ever taste still people greasy eating cheesesteak buttery delicious bread melted cheese wit cheese whiz shaved meat issues star good everything perfect territory philly know excuse really care short line looong line gets food manner ,perfect excuse food good really ,1,1,1
493,Negative,family town continental empty without empty started seemingly friendly waitress ordered french fries meals waitress us appetizer manager around half meal arrived experience gets waiting arrive looking ask literally without anyone floor servers eating corner finally see ask proceeds repeated us us tell plates food listen customers us horrible proceeds giving options meal putting rolling well time without something manager says want manager away quips guys even brought syrup genius menu come syrup nice manager keep eavesdropping forth eyes pop middle finger annoyed behavior rome trying discuss situation waitress behind stomping mouth shut quite frankly absolute limit asked remove psycho makes comment remove us first completely unprofessional drawing child something higher caliber yelling personal insults customer horrible hours still insanely several week places star star city never life horrific experience restaurant even mcdonalds restaurants today unprofessional childish remain floor insult customers sincere apologies far control obviously barely touched meal offered make issue never go back treated really review wanted make behavior apologized without attitude walked still gotten tip lack luster service hope steers people away restaurant hires people garbage ,time behind continental quite week ,0,0,0
23,Positive,nai tapas past tapas place pitchers run till good favorites croquetas gambas al ajillo pulpo la bacalao squid ink sooo every time leave arent customers ,place nai ajillo pulpo pitchers ,0,0,0
579,Negative,star bring dowwwwn one going starr diner go better day atmosphere definitely odd hard place character must excellent excellent server portions small college kick spot come neither anyone actually ,better spot small going starr ,1,1,1
51,Positive,new favorite restaurant walk every day way tempted try lover tapas flamenco little friend make wait entire hour half gracious fact basically losing table someone else waiting waiting guys idea fact food empty waited finally order things first gambas al ajillo tell number one wanted place badly gambas actually surpassed expectations yes friend show ordered servings de pollo queso de cabra serrano delicious every single absolutely fantastic verano died believe exquisite top dessert also perfect de santiago beautifully balanced service david became tonight definitely forward coming much frequently music definitely style knew song played flamenco another wonderful experience definitely place ,service definitely place perfect fact ,1,1,1
366,Negative,waaaaay merengue work dry day old slow racist happening please high make sure speak spanish serve last place tries time go ignore come race obvious told wait last skinned puerto believe food honestly crap best area ppl anything story happy smh ,time wait happy anything told ,1,1,1
18,Positive,first trying last thanks experience waiter food delicious got churrasco arriero steak pulp caracoles escargot pelotillas queso de fried qoat cheese delicious got different flavors favorite cooked well dipping good hour good enough expensive good definitely come ,definitely come churrasco food good ,1,1,1
275,Negative,happened used love ordered looked cheese english soggy home fries flavorless salt hypertension mexican omelette hardly omelettes food revolting line felt telling people line save run gone neighborhood disgusting give breakfast call food went recover ,cheese recover english hardly home ,0,0,0
