Review_ID,Truly_Predicted_Class,Original_Text,Explanation,Label
3248,Negative,tap grill nothing worry went riverside really unhealthy high end pricey british way pescetarian person much menu reopened downtown green room decided renovation much effort menu space compared fantastic job welcome change prices service menu choices goes way totaled experienced people dined restaurants times past total half bought dinner around consider vodka oysters point overpriced entree far food taste goes stars prices knock goes came twice first drinks without wanted another ones took way long place bartenders waitresses standing found long wait absolutely reason asked another wine finished completely quite time want vegetarian vegan nothing eat ordered item snail even mac cheese bone marrow think final stars star owners handle asap fantastic ,tap nothing went high pricey 
479,Positive,call basket toes sway eating saturday friend brunch place times past center city always food pretty service meh hit rude pass subtracted one star terrible syrup pancakes water drinks actually serve us meals must running weeds drinks decided champagne blueberry lime juice friend ordered mimosa tang lining sweet flavors although slowly salmon hash friend ordered berries crisp bacon years time even mixed perfectly chopped roasted sauteed onions eggs hard friend pancakes bit bummed take another another solid meal continental makes ,place center always hit pass 
916,Negative,first yelp begin meh ing hate people say meh give place three stars least two bound whole numbers two now area hopes since cliquey serves day impressed food reuben visit want go ahead least well pita almost sauerkraut cheese reuben quesadilla without salsa couple times breakfast pretty use ingredients pastry worst life dry asked guy working behind nice offer else decided cut take boulanger pastissier real found staff guy pretty return close easy breakfast coffee complaints espresso drinks shirt service policy presence bozo clown brought reviewier seem care boulanger lot businesses around try hard enough got captive audience hope true ,first yelp meh ing hate 
238,Positive,overall maduros white rice red beans pollo pricing portion authentic delicious disappointment usually bit especially table expected take food go block community enjoy meal cash ,overall white rice beans pollo 
3285,Negative,staff cantina location years town saddens service ahead tonight restaurant restaurant put say wait twenty go ask hostess us top minutes total minutes later tab time party now ahead us two tops incompetence front coming ,years town service ahead restaurant 
247,Positive,best birthday bisque sitting corn fritter topped house sooooo entrã teriyaki sticky rice pleased carrot cake cocktails creative will enjoy service oh menu best seen kids ,best birthday corn topped rice 
1675,Negative,pancakes best reflect unacceptable rude reviews seem place give mom clinton wanted go seated food shortly food excellent good another stack got attention wanted order eating order come mins waitress us anything else wanted additional ok misunderstandings happen everyone human people wanted another order heard really told addition order pancakes evidently even second oblivious place even packed busy forget asked check mistake incredibly even decency even explain misunderstood mom waiting mins eating cold much people shitty happy bucks order eat said every min water give place stars return read reviews commenting service ,pancakes unacceptable rude seem give 
452,Positive,gigantic rib tender want touch fat loves mighty flavorful surprised maybe used peppers butter mac beans ok clearly star came night found service hard realized doubling place hostess affordable sorry hillcountry new bbq love ,gigantic tender touch fat mighty 
156,Negative,challenge melissa bf boyfriend vi um grilled guy rolls literally seconds later okay move something done good looked dry cheese runs cheese fooled style joey vento years sign order english twice ,bf boyfriend um guy rolls 
361,Positive,philly sponsor underdogs place revolutionary drapes walls clenched artwork welcoming say might want return gold standard tell underdogs less concerned ben bernanke putting great buns july ones store sturdy crackly chewy enough make appreciate quality rolls bread ratio paramount pepper probably nicely lagers craving happen chihuahua queso blanco play sharp peanut taste dog marries well crispy slaw want kind noodle fries merit unless better writer finish lazily five guys greasy bag peel spuds another cult ish come utah worth following blindly ketchup mayo stop face forms surprisingly condiment smooth concoction juice kicks palate brine nothing chocolate nice think well typically dipping sauce second cents least ,underdogs place walls say might 
6599,Negative,diner hummus bbq ribs una greek matzoh soup duck sashimi hamburger menu half seriously come food thats quality charge orders two max dozen around thanks ass negative good bottom line idiots including stupid come food going way nothing sticks flock thinking spot elsewhere better evening star food never back go park slope find ,hummus duck menu half come 
346,Positive,yelper majilinda big fan hot year office mate underdogs quick lunch underdogs replicated counterpart cheesesteak namely coney dog underdogs improved michigan well firm rich flavorful thin detroit tradition accompanying still peel crisp especially sausage fans ,big fan hot year underdogs 
1012,Negative,underwhelmed tables seat whole goat truly toasts topped cheese top meant toast gooey soggy terrible idea medium rare fries among husband strip said good one clod accustomed small seems every waiter table hits something etc things next us pricey lame ,tables goat truly cheese top 
182,Positive,now taipei small privately hakka immigrants china besides egg pancakes milk little shop famous common breakfast fried cruller shao bing tiao fact specialty people line minutes morning buy one day decided try little see around morning placed end minutes arrived front line bark now manning griddle fried cruller wrapped please nin yiao ummm fried wrapped um panc highly eloquent retort simply skipped take right behind relegated visibly determined right time upon owner still preoccupied fragrant sesame buns managed whimper barely ge bing tiao brusquely shouted handling first crunchy goodness even owner shop sort taking order english food chinese ,small egg little shop fried 
1890,Negative,went weekend number mentioned chalkboard discovered meal people probably ordered soft shell crab boy tofu sweet mysteriously contained sweet potatoes probably worst meal hash hand good little greasy little cafã best part although served meal one doubt go ,went number people ordered soft 
178,Positive,comes versus chicago style pizza might going focus cheese cheese steaks overrated culinary concept time think accentuates life philly sandwiches also distinct service makes great time little restaurant patrons speak english right freedom right beliefs might offensive english first language basically going offensive place however based stellar ,comes chicago style might culinary 
183,Negative,overrated steaks others city hot looks cat tastes horrible views french bunch speak languages tempted shiny inferior oh yeah time one dude us wanted seemed work vigorous go pats bigots anyways ,overrated steaks city horrible views 
218,Positive,thanks busy erin express single moment restroom heard affordable buffalo wings die blue cheese come buffalo fries yet allure stop regardless trek west charming crowd ,wings die yet stop trek 
176,Negative,interview visit buddy scott take places philly drawn bright neon marquee speed food brought ready minute meant went bad overall dry fries decent also blown away english amazing ,take places philly neon food 
208,Positive,country right ceder point first night time brought beer fantastic setting served us drizzle shows class bowl will back reading will now give will drunk full happy ,country right night fantastic served 
358,Negative,really wishing hot dog face philly fell competition restaurant dingy chewy big see tiny dog life middle another kick fries la micky ds good thick frite hot dog meh ,face philly competition restaurant see 
389,Positive,service try soul de shy away deterred cuisine beaming palate hawaii now frequent location routine basis recommending dish item tried delighted desserts de louisa de pollo soul sandwich fricase de pollo pollo de palomilla picadillo ropa salmon en mojo say almost whole menu also pretty plate maduros order delicious soul de also retail marinades signature awesomeness ,try soul de palate frequent 
1144,Negative,terrible firstly place childs playroom complete mess mess crap playing around menu offers bubble tea apparently offer unless warm came left dollar tip bill came instant transacton text will company call call overcharged fourthly cold girlfriend smells nail liquor ordered beef curry mongolian boxes hefty onions ounce shrimp wtf inedible everything avoid avoid ,terrible mess playing around menu 
195,Positive,looks place hit mainly hit still working friends reservations must since others arrived tables leave seater poor planning ended turning interested patrons digress crispy appetizer yes service come way something else entrees spice legitimate spice faint oddly pad see pad thai kinda set bigger got saw us wondering friend lemongrass soup tried bit take home another bowl take charge go open mind kill ,looks place hit must interested 
158,Negative,guess fell right tourist realizing mom trekked eating thousand street time crossroads picked mooooostly table components cheesesteak healthy right taste even ugh totally never want bumper window english least know next time ,guess mom eating street time 
168,Positive,came week second time disappointed since dying headed found find good look around adjacent free got around mid wiz cheese learned special ordering sandwiches sandwich restaurant exception definitely recommend ,came week find good free 
120,Negative,pats pats bad attitude poor owners political ideology restaurant late geno cheesesteaks made bones pointing america english seriously many came mans speaking photos news commenter people outside still fries french government smart enough buy bush told us wait well taste mouth away want wing perhaps cheessteak free food fanatic spend money elsewhere ,pats bad attitude poor owners 
54,Positive,came sat bar enjoyed tapas drinks awesome pitcher pomegranate equally delicious compare apples wolverines things cheese plate cheese unimpressive asparagus potatoes hand sooped bread yum yum read seating strange time sangria begs outside ,came enjoyed tapas drinks awesome 
627,Negative,greek biyfriend hunting best octopuses afterv day starving yelp grilled octopus top see marked going pita bread delicious thanks welcome ever two sweet balsamic vinegar robbery pylos better taverna kyclades manhattan trick ,starving yelp top see going 
125,Positive,taste test multiple still wins greasy newsflash eating cheesesteak buttery wit cheese whiz onions shaved meat want issues star quality good good take meat everything else comes territory philly know really care line always looong everyone gets win ,multiple buttery whiz onions good 
1848,Negative,worst coy fish pond enter overall food memorable hot room temperature except broccoli recently second broccoli barely warm filling bugs food plus roof leaking fish pond now water stains ceiling almost tipped forward food boyfriends food people saturday decent highly ill running soon place come back im area im hungry particular craving buffet nothing less ,worst pond enter food except 
164,Positive,deciding powerhouses one tried unless alternate one possible hoagie first try one ate hungry well fault maybe providing clean bright tried walked since slightly meat though thought cheese better know actual steak first heart ever try even field see happens way blow next wiz baby ,try well clean bright slightly 
228,Negative,nice homey counter tables yes however way bus leaves min walk away time wait mind world much better pr bronx rico yellow rice way place things expect much everything menu good chicken dry needed seasoning order yellow rice black beans came rice pernil came dessert rest least half worth meat one rice oh waiter us need sat people place long trek dont reservations sub food rushed leave cash policy stars ,counter tables however way bus 
225,Positive,puerto things never disappointed ordered soon saw old woman owner smashing thought waiter friendly makes suggestions takes longer putting family describe puerto rican lot seating good big sit back coffe well ,puerto things soon old friendly 
167,Negative,never heard waited fast deal america speak english america tell speak america guess take order period need demanding language ugghhh seems owner ass towards non speaking let standards saving grace slop roll roll best average fuss folks giving place stars town philly style cheesesteak know authentic philly leathery hardly cheez sandwich hardly roll paying roll cost cents place tourist scrawny half assed gouging philly cheesesteak go tony experience cheesesteak steaks south puts better surely sandwich assembly line made bland meat paying nearly ,never heard fast deal america 
344,Positive,places years definitely good post drinking load fun lady texas tommy bacon topped cheese got good response one servers sriracha got fries also admit half thick crispness hit spot waaay isle ago ,definitely good drinking fun texas 
2092,Negative,new york city eat incredibly restaurant pay upwards per now know small focus food food memorable buns tried veggie enjoyed flavor added star reservations weeknights ,york city eat incredibly restaurant 
203,Positive,little christmas lights loved ambiance makes traveled little tucked maine ambiance impressed vegan delicious solid good balance make savory include veggie empanadas larger party two empanadas order veggie wings really tastes sprouts amazing ,little christmas loved ambiance makes 
787,Negative,much nestled snug little restaurant inn worth visit signed norman mural time past sat seated hostess greeted pretty inquired time rather slow awful service food nearly later still nothing going busy probably fewer people whole staffed food best time coming back mood ,restaurant worth signed time past 
44,Positive,birthday dinner wine including sangria red extensive menu come servings four people tapas along bread food favorites fried goat alioli six plates tapas two sangria paid must expecting back soon ,birthday dinner wine including sangria 
163,Negative,warning zapper end lived philly years tried touristy well local places pats one best steak places ever par stay least meat flavorless excited across street old shack real cheese steak away warned ,philly years tried local places 
235,Positive,good puerto rican food boston appetite new la de oro alright bought salad avocado got best pernil roast pork beans friendly always old ladies bring place small casual blasting rushed door recommending fellow coffee big coffee back home ,good puerto rican new la 
707,Negative,really forward spot south love great biscuits unfortunately experience sub par nye afternoon industry wanted catch food menu coming got table minutes getting nice catching waitress came table brought glasses asked coffee appetizers immediately seemed cafe half full time veggies brought welcome nice veggies wilted looked thought meant pickled dip nice water glasses eggs different nice fried tomatoes blah waitress suggestion couple biscuits recommend sharing came biscuits really made hard cut ate biscuits quickly hungry ingredients biscuits also grocery mesculin mix biscuit wilt put sandwiches also food different georgia lived flavors savory salty love mustard coleslaw meal gross tasteless disappointing waitress couple mildly something busy right second made create waitress lacked set table waitress experience uncomfortable also despise pay ipad give tip hand waitress although justify industry think cafe slow comfortable need table appears convenient give another completely baffled feel ,south biscuits experience sub afternoon 
524,Positive,brunch sitting dangling wicker chairs floor food eggs salmon hash chocolate yummy everything period service slow side perfect charming date occasion shimmery glass chandelier centerpiece go ,chairs floor hash chocolate yummy 
803,Negative,sabarsky inspired people walk cafe doctors ready able meal normal physical size therefore average amount food satiated three walk spent cafe hungry ha ha ha actually funny happened tried ridiculous cafe totally familiar ues par course cafe menu item smaller seriously please one bite place harmless cafe tucked museum dining experience serving spend certainly dined fashion moto least advance time sabarsky us unawares recommend unless looking really small amounts decent tasting really prices oh well tip ,people walk cafe ready able 
345,Positive,okay underdogs really went time half absolute tryp turkey stuffing gravy sauce lamb sausage lettuce tomato onions tzatziki two picture fun seven try pretentious people fun interesting ,underdogs really absolute turkey gravy 
392,Negative,de time pretty dinner back mojito one ever forward pretty except used lot mint flakes clogging calamari actual using old instead anything remotely yet dinning companion delicious dishes disappointing pollo soul disgusting item although bit companion pescado la cubana pan red fresh seared unappetizing shade tres leches whole meal restaurant essentially least seafood ,time pretty back one ever 
55,Positive,saturday evening without reservation time let us together still watch flamenco show really bartender really nice appreciated great love got crepes sangria impressed huge bin fruit bar scoop tapping sangria really try ,evening without reservation together watch 
114,Negative,came thursday visiting town wanted hype cheesesteaks seen tv geno geno extremely neon lighted sign definitely visual geno bread small amount disappointing philly top fact advertisement attitude care less literally across take photos want try instead coming see lights excitement go ,town wanted hype cheesesteaks extremely 
325,Positive,boyfriend went saturday ago waited enjoyed cups order rickey ordered egg cream awesome breakfast challah french comes strawberry line minutes greeted chatted regulars atmosphere really tasty food stack near front tight guess storage limited group group showed seated immediately party ,ago waited enjoyed rickey egg 
3653,Negative,restaurant ever customer comes owner place rudest ever tried never delivered assaulted belittled friend tears food served luke warm nothing special priced italian literally hundreds better favor never come wanted ,restaurant ever customer owner tried 
252,Positive,dinner large plain meatball chicken margarita everything one best ny style pizzas area said best orange style delivery pizza always better parm really good ingredients complaint entrees little instance also took pasta came vegetables mashed side know better seemingly pizzarias mile radius one going certainly ,dinner large chicken margarita everything 
133,Negative,listened food started went pats given higher rating enjoyed cheesesteak reading market pat geno won us fresh meat fellow yelper pointed tourist appeal city will cheesesteak makes philly ,food went pats given higher 
292,Positive,visit got charm full either service side pork sausage harvest sweet eggs easy specialty strawberry cinnamon nice syrup sausages much better nicely prepared split grilled side giving little setting props servers paid attention gus assuring everything excellent giving valuable advice another business ,visit full side pork sausage 
726,Negative,boyfriend made pig figured table fortunately table waiting longer two groups basically squished groups flipped viet watermelon canned beer noodle side pork rather high genuinely place way food great part order probably pork rinds pretty sad boyfriend pretty think returning ever ,boyfriend made table waiting two 
36,Positive,service outstanding group great true frozen mojito lover beer sangria delicious perfectly spiked one ordered waitress jenn believe helpful goes arriero steak perfectly tender enough meat share shrimps cooked liking sauce amazing good rã baixas meats least people night perfectly marisco share wanna tasty ,outstanding great mojito sangria delicious 
146,Negative,long line people will drive hype drove hrs dry meat chopped enough cheese melting dripping sandwich cheese onions ok hotsauce side tried add make dryness barely helped painted building food time ,long people will drive hype 
190,Positive,two ago time pretty food point bad nice placed food came late disappointed red curry nice even though spice def either thai hot restaurant family outings ,ago nice placed came late 
2087,Negative,see fuss went place one front hostess seating back kitchen even angle squeezed wall table given uncomfortable maybe seats make case larger common sense go walk maybe minutes upset decided try food although put damper night now people yet spotlight come food mediocre best trader make plate honestly watermelon meh green chili cheap altogether uninviting never solely terrible ,see fuss went one front 
26,Positive,beautiful came day perfect locations space claustrophobic making abt easy way ppl cautious someone said highly making reservations awkward dance ppl plus wait table available regular sangria dilemma order pitcher glass way strong tropical sangria fruity def prefer regular sangria keep sufficient many food yum yum yum absolute pollo ok reminded cooking give four plates ppl also refill basket nice bc use taste chicken start dinner unfortunately going blocked able meal bday girl considerations ,beautiful came day perfect space 
316,Negative,decor styled see one blindside average place someone diner chic image flock seems cuz still far since always really really love quaint little neighborhood character kitschy decor pop sometimes abbrasive owner mainly decor plastic flowers tacky framed famous every classic offer treats egg cash policy feeling timeless old skool enviroment kind fathom adjustments dishes always brings delicious hard find anymore say better waiting line clinton hill hipsters simple food dun things menu hopes finding especially good nothing even breakfast average things eggs simple nothing ever greasy foodie standards see neighborhood something better cafe believe cuz food blueberry pancakes good tasted box menu fare ask something time made deal fruit menu seemed baffle request typical diner even city qualified diner say everything makes either ordered roast beef holiday mood superior everyday year frame hanging well afraid damnit ,decor see one average someone 
820,Positive,couple always larger pleasantly good food relatively ratings everything cheese platters salads tomatoes selection drinks tasty seasonal flavors always larger group complaint otherwise cafe pretty solid choice ,always larger good relatively everything 
3347,Negative,food stars waitress extremely ordered latte cup milk waitress cappucino latte said didnt knows anything coffee knows latte thin foam cup since didnt drink made barista im demanding industry buck stops top person shitty service grat ohhh dont fuck us tipped anyway well ,food waitress extremely ordered latte 
135,Positive,come write vice versa establishments delicious meat dairy forever review wondering bet bring steak one locations split think taste barometer hits right think better total experience ,establishments delicious forever bet bring 
440,Negative,give place stars takeout guess meat uncooked meat pieces dish eat raw since lunchtime return food stuck hour lunch go place looks nice lazy food properly pretty esp since thai restaurants skillman ,give guess meat pieces eat 
274,Positive,incredible dates decor abundantly also one breakfast know took friend first ago outside really wait within free coffee ok pancakes milkshakes general food good little diner awesome never want change ,incredible also ago really within 
201,Negative,food notable exceptions calzone stromboli good huge cheap easily feed wife takeout poor spared poor always bad mood need italian food mind lousy service worth ,food huge wife poor bad 
191,Positive,one thai restaurants interior design restaurant little piece thailand service nothing short food flavorful date night green curry bamboo shoots chicken strips fresh thai basil hot tea makes perfect dining experience fairly expect enough definitely large lemongrass restaurant near drexel overall times far ,thai interior design little piece 
1175,Negative,review time went fairy tale breakfast stressful flight excited place within distance however every subsequent visit plum one assuming owner nice others desired wandering tossing plates onto tables without food super last hit miss one vegetarian option bean unless ask without meat every hours check seldom updated times find closed guessing relying able real bummer lot many getting bored something inconsistent ,review time went breakfast excited 
211,Positive,many times sat bar one go always seat three whenever afternoon night beer list always changing extensive always something try burger real pulled pork mac cheese special fried love wings nice kick sprouts combination never perfectly always quickly recommend checking place already ,always seat whenever night list 
1476,Negative,star stars food came around wait hours long walk kill decided go back wait said ahead us checked text gave next friend walked charge getting table friend went link gave us know asking us nice instead seating place barely least try us meant sharing one small said later meal sat party us basically squished comfortable party assuming party showed fourth argued wtf got booth four nicely understand argue customers people looked pissed heck told way customers business onto food friend excited place people say pancakes ordered banana bananas know looking forward friend got sugar pancake finish okay pecan syrup butter amazing pancakes sweetness disappointed friend think prefer better honestly think good along saltiness kinda ruined good expecting place hyped place ,star food around wait hours 
251,Positive,ordered two pies crust supposed good crust fresh liked fact nicely thick among pizzas area looking forward going something really sure name really deli crowded market wish best since times happy report glad place neighborhood ,crust good fresh liked nicely 
699,Negative,time list good though apple table cough amuse bean bean thanks cobwebs fancy ahead time kitchen sends coordination place done first sharing plate min next working comes will gap entrees fire food every comes told terrine pig brain value sliced sweet potato ehhh rip pasta anyone home take pay pork diced plate sauce special rye randomly spread plate good perfect place saw place morons website eater especially home go impressed decor presentation plate try hard create new potato maitake sliced worth best really know leave figure hard flavors work worth passed point ,time though table bean thanks 
49,Positive,awesome sangria pretty ordered estofadas chorizo grilled gambas al ajillo shrimp garlic almejas spicy sauce al ajillo chicken garlic sauce unlimited bread crusty perfect clams really spicy tolerance food great expecting disappointed favorite large goodness portion sizes definitely end secondly six sangria one previously mentioned red wine based sangrias dryer mango tropical flavored sangrias sweeter champagne sangrias sounded delicious mango flavored us expected give us small brought giant sample definitely ended champagne sangria hour pitcher special whole night glass happy hour service arrived bit unnecessary wanted points bar waiting come happy order also nice pretty easy haha glasses always filled patient willing explain menu empty tuesday food might busier night solid reminded trip madrid going back ,awesome sangria chorizo grilled gambas 
1441,Negative,listening tell amazing decided give try well bad amazing waffles cooked waffle chicken lacked flavor waffle nothing write also fried tomatoes another mediocre dish fell flavor friend pancakes said blueberries long wait hour food good heard long overall reason come back coconut say come february ,tell decided give bad cooked 
533,Positive,love far delicious eggrolls fries gnocchi always yummy mind lunch next makes favorite however rooftop winter nice snag seat summer open air portion lovely attentive although sometimes forget drinks think priced seems mostly say year little start often go night around continental delicious overall solid start evening ,love far delicious gnocchi always 
1707,Negative,sadly food bland happening nyc tried go pancakes two right even trying hour list seated opening summary squeezed orange weird biscuit thought think thought potatoes grease bomb none meaning flavor bland way pancakes awesome fluffy substantial blueberry sauce little maple butter table long wait even disappointing truly given delicious goods without waits ,sadly food bland happening tried 
288,Positive,someone say somebody please ok reviews one eating vacation may ask early drink enough night eat every new ive years crowd food also conversations partake table always come inhere wanting experience new food always combo sucker crab bring oranges cookies tom time ,say somebody reviews early enough 
177,Negative,deal think paid home ums decorated people building bright orange also whole english guys accent understand saying guys star witout wait dont bottom line genos isnt throwing immigration debate stupid probably working back christ ,deal think paid people english 
216,Positive,think good cheap lights standard fare deserves lot credit everything fairmount pricier second remained dive bar feel consistently serving quality bar food sandwiches breast asparagus reasonably priced always super crispy thin happy hour specials great definitely favorite spot last minute ,good cheap standard fare lot 
919,Negative,particularly overrated sludge honestly record pretty never eaten given tasted service nothing doubt ever unless someone else shame much pretty slick advertising black better heavily must really cafe good say starbucks coffee shops popped damn place ,overrated honestly pretty never given 
25,Positive,half tapas really special sauce liiiifeee potatoes made croquetas pollo tell chicken cheese de less cheesy ham great seafood perfectly seasoned overly flavor rice seafood one better de loooved beef loved shell even besides pitchers sangria dancing performance band amazinggggg felt took trip dinner great waiter us food definitely come make reservations ,tapas really sauce potatoes croquetas 
1176,Negative,time tried satisfied breakfast enough place quaint good location since will experience walked plum closes serving brunch notified heavy enough home one plate one run potatoes better joint without enough fries serve instead fries offered salad side asked fruit extra salad annoyed wait food minutes ordinary saw salad originally took order made comment woman serving fries one plate server never okay eating salad angry pretenses gone elsewhere breakfast solution send grab owner running crucial previous wait minutes frustrated guest first either staff unacceptable overall disappointed plum seem manage establishment correctly food spectacular keep going back places ,time tried breakfast since will 
220,Positive,regular since almost lived district majority time hangout college crowds go places feel relaxed hangout shout heard mess people really random guess shows really diverse guys sitting around watching game fans shouting flat screens filled cw work filled overflow old though owner place occasionally round regulars salad best thing ever eaten early around entertainment every sunday rest time radio jukebox patrons feeding whatever problem place size celtic wall definitely always clean crisp ,regular lived college feel relaxed 
160,Negative,horrible tasting hands even close see review sandwich even par rate deli bread cold chewy tasteless provolone cheese cold melted think cheez whiz saved also ordered cheese fries refused changed cheese gave plain fries thing guess even alone nasty neon lights world save sandwich ,horrible hands even see review 
30,Positive,dinner friends tapas good size ripped bite size plate charge dishes definitely recommend chicken croquettes patatas braised chorizo quail manchego cheese stuffed salted mussels decent mussel small pomegranate sangria mango sangria especially pomegranate person price food thing loud flamenco lost music noise checking ,dinner tapas good size bite 
4195,Negative,five friends place service ok food menu seemed deliver spicy friend barley however mention spice menu sandwiches came interesting ended hard eat also mac table however really keep table ask us everything little prices ever return will ,five friends service ok food 
28,Positive,oxtail something bf amazing share definitely new spot food thought lots variety servers nice try tables seems carry ambience well instead low seating section away back ,something amazing share definitely new 
2066,Negative,bit pricey burger sides costs potential hurricane whacking direction establishment will rundown spicy burger teriyaki burger tempura sweet potato really wish gave patrons larger portion tempura potato fries good especially mayo good specialty lighting bit place imo ,bit pricey burger costs potential 
42,Positive,great owner professional super easygoing friendly makes day special flamenco made surprising reservation confirmed phone number recommend tapas much asapagus dish quite bland also dish clams baby clams band nice touch watch mango delicious probably two pitchers every gulp good gave perfect amount ,great super friendly makes day 
341,Negative,well one new anyone buen provecho located rd hamilton ave peasants predecessors nice first four people many tell forgotten another seated us next us drink seconds seated brought drinks took dinner glance nicely got octopus salad octopus lacked seasoning acid lemon juice thing half boyfriend ordered stew inedible stew tasted gone bad lick order chicken sauce chips dish chicken stuffed plantain mash sauce yellow rice turns plans half overcooked raw stuffed later informed sausage bread sauce side looked food jar rice dry whole seasoned whole sometimes con even one perfect love spanish food definitely good spanish food ,one first four people many 
27,Positive,came night enjoy flamenco show warning review food ordered pitcher blueberry champagne balance bubbles alcohol kind show see dancers half way though thinking thankful teleported spain hours show new york want intimate ,came night flamenco show pitcher 
81,Negative,since local will tell place said try cheesesteaks span felt shat afterwards say review along three spots since ordering process meat flavorful others complaint major one experience street ordered provolone wished wiz bread much bread ratio perfect tony longer pickles sweet peppers pretty put enough seems quickly might pretty see make sandwiches right unorganized forgot sweet peppers charged sandwich one throwing attitude sandwich seemed lacking flavor though know sounds lol also check dining area photos best will clear cheesesteak since many differing opinions tasting miles afterwards ,since local will tell said 
58,Positive,nai ay maybe want give people saturate spanish food light tasting less re inventions pentagonal half table bite center molecular certainly huge heart traditional smoke pulpo spanish restaurant tender well tortilla espan ola tasty kinda dry asked waiter brought us amazingly tasty based elevated exponentiallly ideal dish came sauces meatballs tender flavor meat wtf spooning sauce croquetas soft fried volcano deliciousness nice contrasting fish finally skip prices rest good good might well got santiago spanish waiter mom made home deeply envy childhood food great important supposed sadly often city herds credit cook impress go despite forced grit rather shovel restaurant repeat common stopped caring took cooking believe eating wait bus boys awesome felt made friends flamenco music dancing past reviewers amazing merit going even plays good spanish rock fan jovi etc mexican even rushed downed wine staff raved dining experience much much sure contemplated ditching avenue union square ,nai light tasting bite center 
1482,Negative,got food place setting aside smaller plastic menu wait brunch forty minutes hostess said two hours opinion try especially everyone say overall service bad hostess names mixed ready hostess shift tried originally organizing bakery server friendly food slow come notice much good company famished ended getting hot chicken sugar blueberry egg salmon chicken sandwich burger fries fresh blueberry pancakes airy light yet certain maple butter good pairing sweet still pancakes salmon scramble whites fluffy good eggs unsettling unfit fishy said best salmon pairing eggs ache eating remember grade check stick known pancakes muffins although try anything section looked pretty fairly think muffin ,got food aside smaller plastic 
