Review_ID,Truly_Predicted_Class,Original_Text,Explanation,Label1,Label2,Label3
36,Positive,need minute friday night people surprised see availability short notice service food service called several change hard great checked regularly us try different flavor pleasee end since delicious great bomb croquettes definitely recommend steak bravas mealy potato chunks big crispy opt nothing stood wow ed particular seating cramped ambiance warm place ,service definitely place seating warm ,1,1,1
113,Negative,came business try left disappointed meat flavor portions wiz cheese wiz saw saw cable cheese sandwiches jersey blow away going head tomorrow see much better read ,better cheese see head much ,0,0,0
11,Positive,place aside sushi taiwanese nickname chinese granted cuisines differences wife food home country made trek glastonbury check place owners legit order mandarin everything waitress beef tofu spicy shredded bamboo shoots bean stem highly recommended guaranteed ,place taiwanese shoots legit tofu ,0,0,0
79,Negative,saying either go history fooled trap nothing makes sliced change way offer different cheeses steak go price prices sandwich time might lot nice facade feels dimly hot top hot overdo add bit different one huge plus late nights anymore really places least never ,time different nights nothing lot ,1,1,1
240,Positive,unfortunately tight friend came city small arrived large party sitting space restauant rave rotisisserie also rice peas uhm uhm alll delicious juicy tender peas cooked tasty really didnt enough monfongo ordered pieces wow especially prices food next lunch will definitely return spot ,definitely return rice juicy tight ,0,0,0
131,Negative,tail end crowds back onto road decide hit first juliet volunteers order proper etiquette window cheese steaks window fries waits acquire beer cheese signs windows proclaim next warnings english feels party rally bit luck small table foot dig bread soft meat juicy sweet weeping whiz well thin sub wash pretty good order paying printed next say provolone one provolone cheese onions guy takes back another guy sub getting hang unfortunately people nearest picnic table wolfing one standing rails together wind sandwich tears take bite onslaught cheese met nada bread cheese eat slowly bite around tongue trying tease still either secret weapon taste try competition better linked profile ,another order take better crowds ,0,0,0
40,Positive,visiting never nai made glad chose need reservation empty tuesday away weekend al ajillo flavorful garlicky bacalao fish de piquillo peppers stuffed cod tasty one patatas alioli potatoes mayo de atun also evening tuna stuffed empanadas sangria food amazing liked also really good tried think still classic sangria bartender friendly helpful made pushy definitely back mood ,away definitely evening glad patatas ,1,1,1
66,Negative,rather eat shit roll support given cheesesteak least one tries needs steaks small bland terrible wish anyone wants true philadelphia whats even pathetic employees rude people serve honored food ,cheesesteak eat needs small steaks ,0,0,0
104,Positive,two first philly day totally worth cheesesteak philly knew return soon order day weekend since sunday day allowed eat cold line much shorter time time whiz whiz mean eating much whiz indoor back car eat cheesesteak anywhere bigger delicious area ,return since day knew area ,0,0,0
1308,Negative,good thing ignored waitress first heard good waitress time wanted waited even noticed going waitress politely us dinner took look hummus plate seemed going waitress minutes bus waitress wanted asked check finally showed left minimal tip minimal service sorry will ,dinner will time first going ,0,0,0
64,Positive,hipsters stopped evening munch tapas music great find wonderful atmosphere even good interesting people fun also service good professional particularly bartender tonight flying orders dropped moment order brought piping hot know many helpless longing food cooled bar happen free live performing saturday night will definitely back ,service definitely evening even fun ,1,1,1
106,Negative,worse effort said compelling reason ever eat foundation thick bread tube carbs gunk mouth even less pieces concrete colored pad onion watery nightmare portions overwhelmed ensemble needed salt might helped taste salt incredulously insufficient salt dive restaurant dollars ray friends speak truth knowledge never happened making least regard need waste price take back sandwich come console hapless diner actual tag experience karma give homeless person raincoat ,take need eat ever bread ,0,0,0
24,Positive,birthday ordered tasted amazing tapas patatas bravas house special brings liiiifeee mee croquetas de pollo goodness actually mixture also cheesy also great seafood perfectly flavor cooked perfection overcooked ones tried filling even besides tried house mango sangria band dancers dinner great ambience waiter friendly us drinks definitely back ,definitely even house goodness patatas ,0,0,0
395,Negative,finding excited order pies remember really great pizza closed anyways arrived saw opened fridays saturdays suscipicious ingredients got cheese fully cooked cheap looks pieces jimmy dean sausage mention say overpriced two toppings dissapointed will return ,pizza will order great two ,1,1,1
14,Positive,kidney tripe different dishes specials pros food northhaven ct tripe appetizer rice good definitely fried rice chinese food area sucks intestine dish got sauce kind bland care much update review ,definitely rice specials food good ,1,1,1
188,Negative,really wanted kind conveniently located decent ordered appetizers dishes know sounds two much otherwise left hungry got fried calamari coconut soup mussels spring tiny soup ridiculous smallest pinky delicious tiny two appetizers extremely small got thai curry pad thai really even thai curry creamy amount flat plate enough choose use soupy broth amazing green bean wanted one reason gave two star server broth curry extra curry broth bigger coconut btw ,two soup kind small gave ,0,0,0
