Topic_ID,Truly_Predicted_Class,Original_Text,Explanation,Label1,Label2,Label3
6507,MEDICINE,cliff buster stafford tx us tomplait sex problem albnyvms bitnet larry silverberg question hope taken seriously despite content long time girlfriend lately initiating sexual activity last four months things changed dramatically make shorter nothing think suggested go counselor really want yet suggestions appreciated help please contact mail info serious replies thanks one hand state seems see recommend examine hesitation good environment issues fact matter different perception two need address issue order resolve consider going possibly hurt paramedic ,problem shorter seriously long mail make taken bit order activity ,0,1,1
3522,AUTO,convertibles bouton gertrude cms udel katherine wondering someone point somewhere find list hopefully comparison days seems making big comeback sure look ,comeback seems sure someone look big find list somewhere wondering ,1,0,1
6512,MEDICINE,rousseaua immunex lactose intolerance article husc harvard ho leung ng kid primary school used drink tons milk without problems however nowadays hardly experiencing discomfort responsible change oops original message died try always understood perhaps wrongly bacteria digestive tracts help us break components normal flora intestine changes one passes childhood pathologist microbiologist house anne marie rousseau please note opinions mine ,responsible experiencing died nowadays problems tracts used house without however ,1,0,1
3600,AUTO,mobasser vu vlsi ee vill bijan mobasseri dumbest automotive concepts time ford vent windows operated crank window opened normal bronco pretty much every truck seen worth riding mean young feller anymore james callison microcomputer coordinator oklahoma law center understand fascination create tremendous turbulence noise makes even simple connversation impossible speeds current flow throuh ventilation designed right far superior ,noise superior designed right dumb ventilation tremendous impossible flow far ,0,1,1
6541,MEDICINE,jmetz austin ibm twitching eye one time attributed lack sleep since disappeared nights good ,lack since good disappeared time ibm nights sleep twitching austin ,1,0,1
3562,AUTO,bcstec ca boeing robert carpenter thinking buying intrepid good bad idea new dodge anyone experiences share thanks bobc ,thanks new share idea bad bob good buying dodge thinking ,1,0,1
6520,MEDICINE,jmilhoan magnus acs ohio state jt ringing ears article ncrwat waterloo ncr jfare jim fare friend mine trouble loud great difficulty sleeping night says normal sleep months looks making depressed doctor put anti depressants sometimes problem prescribing medicine course know exact situation may work helping started rather suddenly ago quickly losing social life sanity three years back turns tinnitus bilateral basically probably used keep drive nuts nowadays plug fingers check see usually gets tuned yes read personal experience anyone treatments coping mechanisms opinions depressant drugs millions according physician learn cope mentioned earlier ignoring eventually becomes unconscious doc also said caused diet much caffeine stress changed lifestyle comes goes always somewhat now rarely notice really kicks necessarily mean hearing loss either causing ent ear nose throat exam passed fact quite good considering take care reaction chances begin even info taken mostly experts readings sorry specifics handy ,depressed normal anti problem losing rather used loud difficulty mean ,1,1,0
3685,AUTO,tquinn heartland bradley terry quinn waxing new car taken delivery gm firebird clearcoat finish assume probably urethane since industry moved direction paints years past used recommended owners wait days wax paint cure dealer shop manager said also sure basing tradition anyone know still practice better go ahead right away non abrasive newer finishes germantown hills il compuserve ,sure manager non newer assume past basin also anyone used ,1,1,1
6568,MEDICINE,geb cs pitt gordon banks blindsight article werner soe berkeley john uucp explain thought types cones equivalent rgb basically right think one sensitive red green blue yellow two common kinds color blindness yes remember now well case indeed contrary original respondent claimed skepticism chastity intellect cadre dsl shameful surrender soon ,shame surrender common yellow u equivalent pitt red r cs ,1,0,1
3887,AUTO,bell plains nodak robert info opinions wanted cars article magnus acs ohio state jnielsen john nielsen fibercom rrg rtp rhonda gaines market new car currently mazda mx dx served fine however door since relish thought moving carseat around criteria fm cassette quick acceleration cruise control decent rear seat legroom husband footer must also preferably closer range will probably rule accord caught eye toyota corolla toyata camry pontiac grand prix honda civic roomy enough still comes model hyundai sonata maybe even small oldsmobile although achieva benchmarks recommendations etc welcome really consider achevia skylark bad frontal collsions outstanding qualities object last statement lot experience coupe firmly reliable throughout great layout controls components considering exterior size look sharp inside drive exceptional power drivability compared similar driven fun dependable reasonably priced vehicle please knock unless back specific reasons feel way rob consultant baldrick renaissance something happened people black adder ,bad throughout coupe reliable experience outstanding dr please firmly priced ,1,0,0
6533,MEDICINE,jec watson ibm contraceptive pill simple question seems prevents ovule nest vagina forces fall every month prevent fertilzation true yes risk extra uterine pregnancy development inside fallopian tube cherbonnier zurich ,pill tube fe prevent ut development seems risk contra simple ,1,1,1
,,,,1,1,0
,,,,1,0,1
,,,,1,1,0
,,,,1,1,0
,,,,1,1,0
,,,,1,1,0
,,,,1,0,1
,,,,1,1,0
,,,,1,1,0
,,,,1,0,0
