Review_ID,Truly_Predicted_Class,Original_Text,Explanation,Label1,Label2,Label3
231,Positive,dogs visited weekend using free bacon bbq coupon yelp experience filling price paid hot ever able two small cheapest meal consider served dogs sizable smothered delicious toppings cute quaint decorated street staff friendly appears large helping regular customers come orders already little place stop hot satisfying meal afternoon craving lot delicious ,come place bbq already dogs ,0,0,0
202,Negative,arrived extended try place walked times called must party give min later arrived plenty hand table tiny maybe decorating small settled slowly arrived minutes brought plates time min sets mostly bite slowly asking one wait said soon food tasted good bottles starving anything months star experience ,time small table wait later ,0,0,0
76,Positive,got trip one gonna teh try july days assembly prep cheese kitchen right sandwiches patron competetion decided going buy sit tables meant guy presummembly geno screaming guy lost crap care one kept screaming left enetertaining waited long drooling cheesesteak provolone onions bf cheese wiz ugh wiz fries drink steaks worth cost first teh meat cheese wiz something perhaps bite mine boy onions heavenly ate thing bites literally tempted first philly lot think geno got ever back philly will def grab one much complaint ,onions thing def perhaps try ,0,0,0
162,Negative,place cheesesteak bread ketchup weeks back niece said pwweeeaaase tastes sponge anything else want touristy place pay hefty television programs famous come steak worth though open plus star refusal serve speak ,cheesesteak though steak bread worth ,0,0,0
257,Positive,hour fries good pretty good specials people scene also lobster bisque great scallops entree awesome table garlic potatoes sides carrots good sweetly service beautiful though lot end house places prime still worth ,service scene entree house lobster ,1,1,1
311,Negative,recommend tasty sits yelp usual vanderbilt st marks family owned friendly mention food delicious chicken chicken outside new patio installed music usual blocks taste will disapointed ,will usual patio recommend yelp ,0,0,0
20,Positive,place pretty legit far tapas go pretty solid seafood best dishes although patatas bravas kinda chicken croquets good place crowd though date better suited good place true tapas small share ,place kinda patatas date bravas ,0,0,0
103,Negative,based political views decidedly racist english political may racist racist refusing serve etc go overseas try speaking tongue good luck used good come owner son recently one bred vs want philly cheesesteak go ,cheesesteak luck based may english ,0,0,0
52,Positive,quick bite eat last ordered pitcher champagne yum special ordered shrimp sauce style steak sauteed cherry churrasco arriero skirt probably dish perfectly medium meat well sauce garnish refreshing loved pulpo gallega might chewy honestly bit feel maybe day dish par octopus tapas shrimp green sauce delicious thing bread overall servers refill us thought dishes bit compared tapas dishes recommend taking advantage pitcher ,feel day octopus yum thing ,1,1,1
204,Negative,went night around time luckily us got seat right away full greet us chef nice time goes waitress looks order shrimp fried salt pepper came honestly listed ingredient sub par fit salt shrimp citrus lime dipping thinned finished drank glass water ignored look know busy sit water even table ok minutes dinner comes eating king basically pad prik string pad king crunchy dirty sauce seem cooked food poured flavors protein vegetables girlfriend eating said hot hotter han city tolerance spice switch plates line figured food probably dumb next day writhing stomach pain said come help admirable someone kitchen ignoring table wanted yes due pressure food inexcusable food disappointed delicious food area will ,dinner flavors ignoring will order ,1,1,1
323,Positive,read reviews favorite yelpers brian dying come laura walk slight line nice older comes tray bit immediately inside us umbrella moments later else older cinnamon else us person fresh strawberries cream seriously lovely little bites mind one bit line maybe long coming think ever felt customer amazed still geared pumpkin walnut pancakes man hard everything sounded flavorful amazing even mildly bad thing think clearly turnover food acquired pancake well sunday soon still ,come fresh even inside thing ,1,1,1
259,Negative,went ocean prime restaurant week went ambience ordered steak ordered medium friend medium rare steaks told cook little got steak put second super apologetic time whatever looked really mid finished hospitality frisco steakhouse steak sent even wanting frustrating yes month opening problems still know cooking customer steak sent back second cooked chef embarrassed ocean overall prime generous friends still able evening ever ocean prime drinks will go really liked private second room overlooking whole restaurant perfect spot experience running know places ,drinks will time week yes ,0,0,0
24,Positive,birthday ordered tasted amazing tapas patatas bravas house special brings liiiifeee mee croquetas de pollo goodness actually mixture also cheesy also great seafood perfectly flavor cooked perfection overcooked ones tried filling even besides tried house mango sangria band dancers dinner great ambience waiter friendly us drinks definitely back ,definitely even house goodness patatas ,1,1,1
116,Negative,bright expecting cheesesteaks near waited turned finally try famous random trip ordered cheesesteak american cheese onions thought ordered peppers fries city worth experience wanted wil go good ,cheesesteak cheese worth experience american ,1,1,1
39,Positive,went food great night liquour margarita mojito beer delicious perfectly spiked awesome selections one ordered jenn believe goes steak perfectly juicy sauce meat share least gambas verde sauce amazing mejillones rã baixas meats good patatas alioli hit night opinion garlicy perfectly cooked shareable dont taste tasty ,margarita juicy patatas gambas food ,0,0,0
725,Negative,fusion came peruvian food something gotten absolutely another favorite sure hoped bahn xeo bacon bean sprouts soggy dripping came made probably ordered sisig raving reviews called meat instead flavor made hours meat everything leftover kitchen douse sauce kind dish garlic stir gyu kaku legit garlic rice sausage fat nothing really street food thus speed russ saved day giving restaurant star wonderful outdoor lower rating ,another dish favorite nothing saved ,1,1,1
36,Positive,need minute friday night people surprised see availability short notice service food service called several change hard great checked regularly us try different flavor pleasee end since delicious great bomb croquettes definitely recommend steak bravas mealy potato chunks big crispy opt nothing stood wow ed particular seating cramped ambiance warm place ,service definitely place seating warm ,0,0,0
219,Negative,selection better neighborhood really opening nothing ordered glass featured firkin terrible bartender order something terrible well suggest smart ass comment dick continue street loco bartenders awesome food beers ,order better nothing well street ,1,1,1
180,Positive,visiting philly time weekend cheese steak tour took comic steak steak provolone another ordered fries drinks steak came instantly bread filled beef diced sauteed provolone gross kinda good ,kinda good visiting came sauteed ,1,1,1
164,Negative,stay away bright light many people bugs attracted zapper end tried touristy places pats tony local places better may right across street pats one places ever steaks meat flavorless now go across street old real cheese away warned ,light better cheese ever may ,1,1,1
