Review_ID,Truly_Predicted_Class,Original_Text,Explanation,Label1,Label2,Label3
27,Positive,came let say wandered good minute well service amazing unueo card notch jokes attentive paid birthday ie end dinner guy nothing short food choose tried side pitchers tapas two regular sizes originally order skirt sauce mussels ate bread soaked sauce haha kept dipped garlic good oxtail point enjoy talk ,amazing jokes garlic talk end ox two nothing enjoy ate un minute kept tap at originally let paid say food ,1,1,1
140,Negative,eat name us know oh americana still fries stupid dumber now thing english uh know demographic ,dumb uh oh stupid still know demographic thing us eat now name english ,0,0,1
59,Positive,check stopped munch find music food sangria fun unpretentious vibe service friendly particularly bartender keep dropped brought small thing many helpless cooled end really appreciated let performing every will ,appreciated fun service keep stopped food cooled un bartender music end vibe let small performing ,1,0,1
112,Negative,disappointing taste nothing special say food underwhelming will rated cheesesteak ,disappointing under cheese taste rated nothing say food will ,0,0,1
279,Positive,tea sorry disagree yelpers one joey lemon flavor prudent table impressed run likes table asking atm entrance ,impressed run disagree table one flavor pr ye tea asking ,1,1,1
146,Negative,ok another cheesesteak capital cheesesteaks want long across cheesesteak pats ,capital pat long ok cheese across want another ,0,0,0
23,Positive,champagne good balance remember thankful live city hours sucked forget authentic experience ,good balance champagne remember live authentic thankful city hours experience ,1,1,1
111,Negative,coverage food traditional cheesesteak steaks flat steak go corner place thing ,flat cheese corner thing place coverage traditional go ,0,1,1
22,Positive,awesome food great groups night one made restaurant suggested unlimited pitchers price point fancy means easily feel stuffed brim us plate group baskets bread ajillo shrimp garlic favorite frito lightly dipping croquetas de jamon ham traditional spanish omelette patatas potatoes coated house spicy alioli garlic arriero meat albondiguillas meatballs chorizo spanish wow fave definitely shrimp fave potato served time birthday group servers helpful candle cut us stay live way karaoke street planet rose atmosphere definitely never heard introduced ,definitely atmosphere food never groups one night helpful house spicy stuffed introduced potato shrimp served cut bread group means us ,1,0,1
144,Negative,crunchier bread sandwich provolone cheese wiz now give windows understand philly line duty english america ,give sandwich pro cheese line now america duty crunch ,1,0,1
34,Positive,staff loved food great sad mojito wine delicious spiked awesome selections jenn perfectly tender light enough share least shrimps cooked sauce good relief share patatas big marisco taste refreshing ,perfectly tender light good delicious refreshing enough relief wine loved awesome great taste cooked food pat big selections spiked share ,0,0,1
141,Negative,flaming everywhere lots photos memorials meat hot hot sauce something tapatio tabasco woudve better ,wo better hot lots tap sauce memorials something flaming meat photos everywhere tab ,1,0,1
113,Positive,cheesesteak taste multiple saying cheesesteak delicious wit whiz shaved greasy star quality instance good take meat sounded everything else perfect steak comes south short looong moving ,delicious steak meat saying short south wit w sounded perfect comes everything multiple cheese else lo quality moving take star ,1,0,1
74,Negative,yuck political signs even buy cheesesteak tasted steaks back years ago nyc across street mostly either first waited friends prepared hostile seriously behind across picked steaks northeast best classic better cheesesteaks ,behind prepared signs mostly years across ago political nyc cheese either better picked back even waited buy tasted street first ,1,1,0
300,Positive,say short exaggeration real line door came free got thats done thats sweet side chorizo amazing perfect pancake balanced omelette grits adorned sauce google contains whoda looking authentic look return ,amazing free balanced perfect that look grit side adorned contains came real sweet pan short line cho say authentic om ,1,1,1
430,Negative,roadhouse price careful pound pinto beans fresh spicy thick beef best tasteless excellent pie crusty hard cut comes maybe french fries public concession coleslaw tacos tart pie lime bbq also place corn come tip brisket random ,random taste hard thick cut crust tip beef public bb best fresh price brisk maybe lime tar excellent concession careful ,1,0,1
18,Positive,discovered randomly think thank caracas food absolutely delicious garlic pulpo la potatoes stuff tapas portions everything paella added sometime last well delicious service flamenco run show think last reservation make sure take excessive shocked overall little piece middle now ,shocked take thank absolutely tap run make reservation think overall portions flame food delicious pulp piece added last la caracas ,1,0,0
156,Negative,business think daniel english cheesesteak remove wit bad flagger quotes article food service respectable worn great stunts shot blooded mad brick police firefighter killed line laden patches around supporter troops father police personally inside inside correct people recognize stating say employees disgrace thing cares point say deceased use reading skills ,use bad disgrace think mad remove flag patches cheese people around business thing police stating article food worn service point ,1,1,1
