Topic_ID,Truly_Predicted_Class,Original_Text,Explanation,Label1,Label2,Label3
3727,AUTO,traffic rules intersections jsv math canterbury ac nz julian visch presently masters thesis new zealand lot books researching america australia wondering anyone please tell road either country regard thanks ,thanks anyone presently please researching tell wondering road masters new ,1,1,0
6500,MEDICINE,bed intacc uucp deb waddington info disease yr old male friend misdiagnosed osteopporosis two years recently found illness rare symptoms brittle bones lost inches hieght enlarged liver spleen internal bleeding fatigue time problem type attributed genetic mutation lack enzyme glucocerebroside macrophages cells swell will eventually cause death enyzme replacement therapy successfully developed approved fda last patients administered drug called ceredase report remarkable improvement condition manufactured biotech biggy company genzyme costs patient per year justifyably expensive world need researched library relying netlanders provide additional news stories reports people know ideas articles corp hold enough money buy programs available help basically offer thanks much deborah ,thanks lack mis internal problem found u int remarkable g ,1,0,1
3642,AUTO,yfn ysu john daker isuzu amigo opinions sought previous article sdexter shl scott dexter feedback appreciated yet another jeep wannabe designed yuppies will never take road want look outdoorsey dod darkman significant problems face solved level thinking created albert einstein eternal ,created level jeep designed albert will einstein solved yu eternal ,1,1,1
6550,MEDICINE,geb cs pitt gordon banks health care reform article wrc wrgrace custer linda first post even sure will work goes anyone read editorial page march edition time magazine noting managed extremely inefficient possible clients billary pandering insurance industry worst comments agree adding layers managers bureaucrats simply eat money spent actually doctors nurse supplies efficient system probably one limited management fixed budget afraid wrong track problem may lobby powerful skepticism chastity intellect cadre dsl shameful surrender soon ,worst problem editorial shame spent even pitt reform industry wr ,0,0,1
3893,AUTO,james edward burns ddujeb arco super mega automobile sighting exotics together article phantom gatech graham thomas grahamt alright beat top one friday afternoon look window long beach ca see new ferrari looks mix ragtop testarossa sp batman car seems annual dinner place downstairs sweet ,downstairs sweet seems ferrari window dinner long mix sighting rag ,1,0,1
6527,MEDICINE,caf omen uucp chuck forsberg new diet works great article inmet camb mazur bluefin beth gordon experience valid many fact know people overweight now stable lower normal less weight contradict observation per cent maintain ideal current technology actually seek help called evangelists happen agree keith lynch lose reflected dismal failure rate often quoted study researcher asked general population perhaps part university community loss found much higher percentage lost maintained adiposity mentions similar search life events recent version problem anecdotal reports individuals kept caused gain first place critical someone gains something temporary drug effect event etc may appear successful dieting really result reversing condition tektronix reed author ymodem zmodem professional yam zcomm dsz inc high reliability software nw sauvie portland ,failure di contra over lower loss normal om te great ,0,0,1
3685,AUTO,tquinn heartland bradley terry quinn waxing new car taken delivery gm firebird clearcoat finish assume probably urethane since industry moved direction paints years past used recommended owners wait days wax paint cure dealer shop manager said also sure basing tradition anyone know still practice better go ahead right away non abrasive newer finishes germantown hills il compuserve ,sure manager non newer assume past basin also anyone used ,1,1,1
6517,MEDICINE,mcovingt ai uga michael covington twitching eyelid surprised nobody mentioned symptom infection especially also itches stings happened antibiotic eyedrops cleared nicely internet artificial intelligence programs phone university georgia fax athens amateur radio ,nicely infection artificial sting especially eye u fa ai anti ,0,0,0
3527,AUTO,shou logos asd sgi tom ford explorer need performance axle considering getting xlt following questions go skiing roading limited slip purpose allow tires act independently different terrain will season good enough us lake tahoe thanks silicon graphics shoreline blvd ms fax mountain view ca ,good season us enough questions act will skiing terrain considering ,1,1,1
6534,MEDICINE,bmdelane quads uchicago brian manning delaney brain tumor treatment thanks people responded request info astrocytomas email thank directly mail bouncing probs sean debra sharon thought publicly everyone sure glad accidentally hit rn instead rm trying delete file last september hmmm news ,uc treatment tumor quad news brain responded thought pro hit ,0,1,1
3574,AUTO,boyle bnr ian volvo cars driven fairly hard none head line going mph first two spend lot operating life speedometer pegged reason speedo want know people hate volvos traumatized someone turbo wagon blowing away road good useful vw beetles though believe beetle corners better say without doubt never blown ever blocked car parks shit owners thought happen makes sure long small box last damn worst drove hired power handling ride reminiscent something character ceased production couple years back passenger big enough go test drive offer neat gifts ,gifts drive ceased something shit production neat spend enough owners ,1,0,1
6528,MEDICINE,swkirch nrl navy mil steve kirchoefer breathe getting back original question experienced breathing difficulties years ago similar described case turned developing type diabetes although never sought direct confirmation doctor think problem associated presence ketones due ketosis occur lesser degree one restricting food intake drastically know relevant might ask daughter eating properly code estd naval research laboratory microwave technology branch washington dc electronics sci tech division ,intake est problem similar tech never ago case developing mil ,1,0,1
3522,AUTO,convertibles bouton gertrude cms udel katherine wondering someone point somewhere find list hopefully comparison days seems making big comeback sure look ,comeback seems sure someone look big find list somewhere wondering ,0,1,1
6526,MEDICINE,kturner copper denver colorado kathleen turner mystery illness eye problems friend following symptoms occurred periodically every months last years episode begins extreme tiredness followed traveling joint pains stiffness affecting mostly elbows knees hips generalized muscle tinnitus feeling pressure ears severe sweating occuring night day hemorrhaging eyes opthamologist calls peripheral retinal hemorhages says looks similar diabetic retinopathy checked distorted color vision general telephone poles appear straight loss many tests run normal except something called unidentified bright objects found mri brain thing seems alleviate one episodes prednisone times mg per whenever gets become acute quite concerned hemorrhages becoming worse suffering none docs seen idea condition done stop suggestions advice greatly appreciated thanks advance kathy ,stiff severe run normal worse tired straight problems loss stop ,1,0,1
3562,AUTO,bcstec ca boeing robert carpenter thinking buying intrepid good bad idea new dodge anyone experiences share thanks bobc ,thanks new share idea bad bob good buying dodge thinking ,1,0,1
6501,MEDICINE,mcdonald aries scs uiuc jiggers article cup portal mmm mark robert thorson happen thing chiggers truly awful parasitic affliction understand tiny bugs dig deeply skin burying yuck things oklahoma close mother comes gainesville tex right across border claim chigger capitol world believe grew fort worth bad enough summer attack guaranteed doug ,bad sc attack af awful parasitic cup fort dig guaranteed ,1,1,0
3593,AUTO,dbak elm lle rochester douglas baker performance new mustangs anyone know ratings ho mustang lx time mile top end also tell magazine come look possable year month eveen page thanks doug ,thanks page know time mile ho doug anyone po mustang ,1,1,1
6525,MEDICINE,julkunen messi uku fi antero sci med chemistry newsgroup physics quite lot discussion group many chemical items prolactin cholesterol tsh etc also dept clinical university kuopio finland phone fax ,uk pro many fa etc quite physics dept news med ,1,0,1
3640,AUTO,daniel holbrook andrew cmu us drive left rob whips tempers initially cars built controls right way people drove buggies many earliest steering center vehicle discernible pattern hand years century america least wheels became mule team horses imagine explanation however seems merit dan carnegie mellon university applied history coffee plunges stomach mind aroused ideas pour forth battalions grand army field battle memories charge full gallop light cavalry comparisons deploys magnificently artillery logic hurry train ammunition flashes wit pop sharp shooters honore de balzac cups day ,flashes wit magnificent train logic aroused artillery deploy ammunition hurry ,1,0,0
6514,MEDICINE,pitt kenneth gilbert breathe david nye nyeda cnsvax uwec reply ron roth rose right vertebrae attached sacrum knowledge adjusted either directly applying pressure pubic bone endless source misinformation sacral called end spine single solid except patients lumbarized normal variant adjust break tell want know oh come now surely meant measure flow electromagnetic energy flows crystal chromium applied great toe anything university pittsburgh general internal medicine dammit programmer ,sac normal internal pressure solid meant pitt u mis general ,1,1,1
3777,AUTO,barnesm sun mark barnes sunsoft warning please read san francisco recently finest examples humanity poured oil road vehicles going uphill suddnely become immobile walk right make demands known system engineer insert standard disclaimers corporate technical escalations speak individual menlo park ca usa company work vavau corp ,im walk become poured make oil going read standard finest ,1,1,0
6506,MEDICINE,dougb comm mot doug bank blood cholesterol gabe advice article mojo eng umd georgec george clark forget total assessing health risk factors instead use relationship ldl hdl need least gee must risking something high triglycerides drug choice gemfibrozil lopid taken tablet thirty minutes morning evening meals exercise low fat diet long term effects private systems division ecs motorola communications sector nwu schaumburg illinois casbah acns ,low com drug um fat high exercise use total ld ,1,0,1
3635,AUTO,sawicki naspac tc faa gov michael cta regal fiberglass parts interested buying hood trunk bumpers anybody know company makes regals thanks advance mike ,thanks know michael anybody gov nas ct mike hood saw ,1,1,0
6551,MEDICINE,geb cs pitt gordon banks health care reform article cnsvax uwec nyeda david nye may total disaster canadian model preferable position agree surprising sympathy physicians effect beating us help anything sure see poll took showed people thought paid per year tops make doubt going work hard kind bread many able service med school debts mike royko good column skepticism chastity intellect cadre dsl shameful surrender soon ,may disaster total physicians canadian surprising sympathy ny able effect ,1,1,0
3548,AUTO,faraday clas virginia roy matthew thigpen bang best bet dodge intrepid sohc valve six gets hp hell lot room great styling abs four wheel disk breaks lh cars won automobile magazines year award quiet impressive ,impressive best six award breaks dodge roy automobile matthew hell ,1,1,0
6508,MEDICINE,uabdpo dpo uab stephen holland prednisone significant long term side effects taking twice day control ulcerative colitis seems reduce dosage problem becomes worse point see time perhaps ever wondering major things potential birth defects arthritis etc putting weight face looks puffed round experience sudden mood swings understand short second spenser aden said reply additionally hard say type response since patients generally kept steroids months thinking tapering alternatives daily dosing every case start another option possible azathioprine drug addition asulfidine lot specifics options though depends severity location duration disease well histology take advice net worth treat uc educated patient good let doctor know came put context also member foundation america office info hotline best luck steve ,worse coli put tape long control see term problem sp ,1,1,0
3698,AUTO,curious maria alice ruth psuvm psu please satisfy curiosity interested finding using mail system flood april thanks bitnet male female long access work school etc taught use person helped anyone learn net find questions nets often read post ,satisfy please curiosity thanks interested ps person net helped questions ,1,1,1
6509,MEDICINE,nyeda cnsvax uwec david nye mental illness reply dabbott augean eleceng adelaide au derek abbott case histories severe cases remarkably recovering tragic accident trauma eg fault trapped fire losing legs say know patient severely chronically depressed tried kill bullet temple essentially gave prefrontal lobotomy curing depression midelfort clinic eau claire wi patently absurd whoever wishes become philosopher must learn frightened absurdities bertrand russell ,depressed mid chronic severe fault depression absurd u severely become ,1,1,0
3609,AUTO,eliot stalfos engr washington top reasons love cr humor impaired article magnus acs ohio state jnielsen john nielsen blah ok right name good examples brought create new rec autos yes oh yeah father lick ,ok good brought impaired father create right examples humor new ,1,1,0
6840,MEDICINE,proberts informix paul roberts many mris article kestrel king reasoning dick recall reading somewhere youth science popularization book whyle isotope changes normally affect chemistry consumption heavy water fatal seeds watered sprout anyone know also heard always thought might make good eposide someone poisoned show chemical test ,test heavy changes consumption chemical why make mri recall show ,1,0,0
3723,AUTO,ucsbuxa ucsb archie holmes radio question lloking geo prizm lsi today nice anyway questions salesperson answer theft deterrent audio systems work find lterature thanks advance ,find advance thanks questions lt anyway ll pri sales nice ,1,1,0
6522,MEDICINE,jfare waterloo ncr jim fare oily skin problem article vaxc stevens tech wash face becomes half hour especially nose region illness prevent occuring short time cleanser will better job cleaning become think quite moderate acne many years found vigorously scrub nail brush soap irish spring twice day still leave pretty health print mirror min ask real anymore ,problem scrub nose oil half moderate better wash clean min ,1,1,1
,,,,1,0,1
,,,,1,1,0
,,,,1,1,0
,,,,1,1,0
,,,,1,1,1
,,,,1,0,0
,,,,1,0,1
,,,,0,1,0
,,,,0,1,1
,,,,1,0,1
,,,,1,0,1
,,,,0,1,0
,,,,1,1,0
,,,,1,0,1
,,,,1,0,0
,,,,1,1,0
,,,,1,0,1
,,,,0,1,1
